date,division,up,down,level,up_ch,down_ch,total,up_sh,down_sh,level_sh,change_sh,division_s,division_sh,date2,date4,year,month,quarter
352,6,190,76,1750,.21161135,-.12048191,2016,.09424603,.037698414,.86805558,.13194445,Health,Health,01-05-2017,2017-05-01,2017,5,2
352,2,1364,642,3237,.12803924,-.125,5243,.26015639,.12244898,.61739463,.38260537,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-05-2017,2017-05-01,2017,5,2
353,2,615,635,3979,.10172414,-.11213954,5229,.11761331,.12143813,.76094854,.23905143,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-06-2017,2017-06-01,2017,6,2
353,8,42,37,418,.30991668,-.3751877,497,.084507041,.074446678,.84104627,.15895373,Communication,Communication,01-06-2017,2017-06-01,2017,6,2
353,1,2696,2650,22367,.18389273,-.20000002,27713,.097282864,.095622994,.80709416,.19290586,Food and non-alcoholic beverages,Food & drink,01-06-2017,2017-06-01,2017,6,2
353,7,172,114,2847,.094408035,-.11393375,3133,.054899458,.036386851,.9087137,.091286309,Transport,Transport,01-06-2017,2017-06-01,2017,6,2
353,6,99,57,1898,.11612365,-.10331632,2054,.048198637,.027750731,.92405063,.075949371,Health,Health,01-06-2017,2017-06-01,2017,6,2
353,9,984,828,8818,.18239322,-.15192309,10630,.092568204,.077892758,.82953906,.17046097,Recreation and culture,Recreation & culture,01-06-2017,2017-06-01,2017,6,2
353,3,1481,1824,16417,.23723957,-.24396947,19722,.075093806,.092485547,.83242065,.16757935,Clothing and footwear,Clothing and footwear,01-06-2017,2017-06-01,2017,6,2
353,4,90,140,2023,.080804497,-.14285715,2253,.039946739,.06213937,.89791387,.10208611,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-06-2017,2017-06-01,2017,6,2
353,11,415,150,8516,.055555571,-.070175372,9081,.045699812,.016518004,.93778217,.062217817,Restaurants and Hotels,Restaurants & Hotels,01-06-2017,2017-06-01,2017,6,2
353,12,778,717,7271,.18890038,-.24038461,8766,.088751994,.081793293,.82945472,.17054528,Miscellaneous goods and services,Misc,01-06-2017,2017-06-01,2017,6,2
353,5,1389,1333,9631,.24999999,-.2,12353,.11244232,.10790901,.77964866,.22035134,"Furnishings, household equipment and maintenance",Household,01-06-2017,2017-06-01,2017,6,2
354,4,186,126,1934,.053913694,-.094953291,2246,.082813889,.056099731,.86108637,.13891362,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-07-2017,2017-07-01,2017,7,3
354,2,721,553,3954,.14723209,-.13809524,5228,.13791125,.10577659,.75631219,.24368784,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-07-2017,2017-07-01,2017,7,3
354,9,859,977,9004,.16722408,-.1611284,10840,.079243541,.090129152,.83062732,.16937269,Recreation and culture,Recreation & culture,01-07-2017,2017-07-01,2017,7,3
354,5,1258,1492,9624,.15889551,-.20000002,12374,.10166478,.1205754,.77775979,.22224018,"Furnishings, household equipment and maintenance",Household,01-07-2017,2017-07-01,2017,7,3
354,12,664,699,7446,.24040413,-.16672224,8809,.075377457,.079350665,.84527189,.15472811,Miscellaneous goods and services,Misc,01-07-2017,2017-07-01,2017,7,3
354,1,2906,2427,22363,.21958853,-.20588236,27696,.1049249,.087629981,.80744511,.19255489,Food and non-alcoholic beverages,Food & drink,01-07-2017,2017-07-01,2017,7,3
354,6,128,61,1876,.055555556,-.14461385,2065,.06198547,.029539952,.90847456,.091525421,Health,Health,01-07-2017,2017-07-01,2017,7,3
354,8,18,68,432,.20512821,-.30173916,518,.034749035,.13127413,.83397681,.16602316,Communication,Communication,01-07-2017,2017-07-01,2017,7,3
354,3,2003,2908,14986,.22050682,-.2844342,19897,.10066845,.14615269,.75317889,.24682114,Clothing and footwear,Clothing and footwear,01-07-2017,2017-07-01,2017,7,3
354,7,173,105,2860,.096784197,-.090942159,3138,.055130657,.033460803,.91140854,.088591456,Transport,Transport,01-07-2017,2017-07-01,2017,7,3
354,11,342,126,8768,.063218415,-.068766229,9236,.037029017,.013642269,.94932872,.050671287,Restaurants and Hotels,Restaurants & Hotels,01-07-2017,2017-07-01,2017,7,3
355,4,236,105,1906,.083472461,-.12121212,2247,.10502893,.046728972,.8482421,.1517579,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-08-2017,2017-08-01,2017,8,3
355,9,1293,1202,8034,.15873262,-.16103618,10529,.12280369,.11416089,.76303542,.23696458,Recreation and culture,Recreation & culture,01-08-2017,2017-08-01,2017,8,3
355,12,795,770,7007,.20517519,-.2,8572,.092743814,.089827344,.81742883,.18257116,Miscellaneous goods and services,Misc,01-08-2017,2017-08-01,2017,8,3
355,6,137,106,1821,.081799611,-.22727272,2064,.066375971,.051356588,.88226742,.11773255,Health,Health,01-08-2017,2017-08-01,2017,8,3
355,1,2639,2414,22754,.2,-.1916758,27807,.094904162,.086812675,.81828314,.18171683,Food and non-alcoholic beverages,Food & drink,01-08-2017,2017-08-01,2017,8,3
355,8,70,35,417,.29194492,-.27895319,522,.13409962,.067049809,.7988506,.20114943,Communication,Communication,01-08-2017,2017-08-01,2017,8,3
355,2,648,607,4017,.15704161,-.11986123,5272,.1229135,.11513657,.7619499,.23805007,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-08-2017,2017-08-01,2017,8,3
355,11,307,150,8735,.059294894,-.10476829,9192,.033398606,.016318537,.95028287,.049717143,Restaurants and Hotels,Restaurants & Hotels,01-08-2017,2017-08-01,2017,8,3
355,3,3160,2663,14326,.26904225,-.25,20149,.15683161,.13216537,.71100301,.28899699,Clothing and footwear,Clothing and footwear,01-08-2017,2017-08-01,2017,8,3
355,5,2144,971,8877,.1339775,-.2,11992,.17878586,.080970645,.74024349,.25975651,"Furnishings, household equipment and maintenance",Household,01-08-2017,2017-08-01,2017,8,3
355,7,216,113,2803,.083475359,-.10239206,3132,.068965517,.036079183,.89495528,.1050447,Transport,Transport,01-08-2017,2017-08-01,2017,8,3
356,6,119,69,1860,.12749016,-.15384616,2048,.058105469,.033691406,.90820313,.091796875,Health,Health,01-09-2017,2017-09-01,2017,9,3
356,12,771,700,7055,.24987502,-.19999999,8526,.090429276,.082101807,.82746893,.17253108,Miscellaneous goods and services,Misc,01-09-2017,2017-09-01,2017,9,3
356,4,245,81,1925,.067568175,-.087844707,2251,.10884052,.035984006,.8551755,.14482452,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-09-2017,2017-09-01,2017,9,3
356,2,856,643,3786,.1526508,-.15384616,5285,.16196783,.12166509,.71636707,.28363293,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-09-2017,2017-09-01,2017,9,3
356,7,176,86,2899,.076825112,-.10138439,3161,.055678584,.027206581,.91711485,.082885161,Transport,Transport,01-09-2017,2017-09-01,2017,9,3
356,8,47,35,415,.42724553,-.33454272,497,.094567403,.070422538,.83501005,.16498995,Communication,Communication,01-09-2017,2017-09-01,2017,9,3
356,1,3442,2484,22021,.20126581,-.20071673,27947,.1231617,.088882528,.78795576,.21204422,Food and non-alcoholic beverages,Food & drink,01-09-2017,2017-09-01,2017,9,3
356,11,633,183,8474,.059027784,-.055019256,9290,.06813778,.019698601,.91216362,.087836385,Restaurants and Hotels,Restaurants & Hotels,01-09-2017,2017-09-01,2017,9,3
356,9,913,907,8468,.15734944,-.13010839,10288,.088744171,.088160962,.82309484,.17690513,Recreation and culture,Recreation & culture,01-09-2017,2017-09-01,2017,9,3
356,5,1277,1188,9239,.20013343,-.2167538,11704,.10910799,.10150376,.78938824,.21061176,"Furnishings, household equipment and maintenance",Household,01-09-2017,2017-09-01,2017,9,3
356,3,2817,1453,15748,.2933473,-.2,20018,.14072335,.072584674,.78669196,.21330802,Clothing and footwear,Clothing and footwear,01-09-2017,2017-09-01,2017,9,3
357,6,119,98,1811,.1025641,-.14583334,2028,.0586785,.048323471,.89299804,.10700198,Health,Health,01-10-2017,2017-10-01,2017,10,4
357,5,1225,1230,9123,.13,-.20000002,11578,.10580411,.10623597,.78795993,.21204007,"Furnishings, household equipment and maintenance",Household,01-10-2017,2017-10-01,2017,10,4
357,9,1089,882,8235,.16400003,-.16666667,10206,.10670194,.086419754,.80687833,.1931217,Recreation and culture,Recreation & culture,01-10-2017,2017-10-01,2017,10,4
357,3,2160,1851,16361,.24999997,-.25,20372,.10602788,.090860002,.80311209,.19688788,Clothing and footwear,Clothing and footwear,01-10-2017,2017-10-01,2017,10,4
357,12,749,537,7230,.17261904,-.21309121,8516,.087952092,.063057773,.84899014,.15100986,Miscellaneous goods and services,Misc,01-10-2017,2017-10-01,2017,10,4
357,1,3977,2678,21016,.16130289,-.2,27671,.14372447,.096780024,.7594955,.2405045,Food and non-alcoholic beverages,Food & drink,01-10-2017,2017-10-01,2017,10,4
357,4,339,112,1792,.082704626,-.14772588,2243,.15113688,.049933124,.79892999,.20107,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-10-2017,2017-10-01,2017,10,4
357,7,210,108,2859,.089239985,-.10647361,3177,.066100091,.033994336,.89990556,.10009442,Transport,Transport,01-10-2017,2017-10-01,2017,10,4
357,8,54,31,429,.32637677,-.37518424,514,.10505836,.060311284,.83463037,.16536964,Communication,Communication,01-10-2017,2017-10-01,2017,10,4
357,11,597,153,8711,.050847407,-.067516401,9461,.06310115,.016171653,.92072719,.079272807,Restaurants and Hotels,Restaurants & Hotels,01-10-2017,2017-10-01,2017,10,4
357,2,675,673,3985,.12249997,-.15168419,5333,.1265704,.12619539,.74723423,.25276577,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-10-2017,2017-10-01,2017,10,4
358,1,3120,2155,22001,.11428569,-.18604653,27276,.11438628,.079007186,.80660653,.19339347,Food and non-alcoholic beverages,Food & drink,01-11-2017,2017-11-01,2017,11,4
358,3,2057,1742,16683,.27272728,-.20000002,20482,.10042965,.085050285,.81452006,.18547994,Clothing and footwear,Clothing and footwear,01-11-2017,2017-11-01,2017,11,4
358,4,228,100,1887,.06666667,-.15917879,2215,.10293454,.045146726,.85191876,.14808127,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-11-2017,2017-11-01,2017,11,4
358,5,1133,1111,9451,.19824767,-.16666667,11695,.096879005,.09499786,.80812311,.19187686,"Furnishings, household equipment and maintenance",Household,01-11-2017,2017-11-01,2017,11,4
358,11,545,194,8713,.05193457,-.059402071,9452,.057659756,.020524757,.92181551,.078184515,Restaurants and Hotels,Restaurants & Hotels,01-11-2017,2017-11-01,2017,11,4
358,2,589,733,4036,.16119048,-.13809524,5358,.10992908,.13680477,.75326616,.24673384,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-11-2017,2017-11-01,2017,11,4
358,8,20,37,466,.22542369,-.28328913,523,.038240917,.070745699,.89101338,.10898662,Communication,Communication,01-11-2017,2017-11-01,2017,11,4
358,6,224,133,1671,.11666667,-.14324254,2028,.11045365,.065581851,.82396448,.17603549,Health,Health,01-11-2017,2017-11-01,2017,11,4
358,7,120,142,2901,.094362751,-.15894987,3163,.037938666,.044894088,.91716725,.082832754,Transport,Transport,01-11-2017,2017-11-01,2017,11,4
358,9,1056,1119,8057,.19583845,-.16666667,10232,.10320563,.10936278,.7874316,.2125684,Recreation and culture,Recreation & culture,01-11-2017,2017-11-01,2017,11,4
358,12,603,785,7100,.23809524,-.204,8488,.071041472,.092483506,.83647501,.16352499,Miscellaneous goods and services,Misc,01-11-2017,2017-11-01,2017,11,4
359,1,3182,2016,22228,.18068901,-.22222227,27426,.11602129,.073506892,.81047183,.18952818,Food and non-alcoholic beverages,Food & drink,01-12-2017,2017-12-01,2017,12,4
359,6,160,131,1769,.1,-.14526436,2060,.077669904,.063592233,.85873789,.14126214,Health,Health,01-12-2017,2017-12-01,2017,12,4
359,7,154,72,2902,.088843152,-.092289314,3128,.049232736,.023017902,.92774934,.072250634,Transport,Transport,01-12-2017,2017-12-01,2017,12,4
359,4,166,71,1982,.11999995,-.098997489,2219,.074808471,.031996395,.89319515,.10680486,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-12-2017,2017-12-01,2017,12,4
359,3,1851,2283,16313,.25,-.25,20447,.09052673,.11165452,.79781878,.20218125,Clothing and footwear,Clothing and footwear,01-12-2017,2017-12-01,2017,12,4
359,5,1434,966,9350,.17668432,-.20665225,11750,.12204255,.082212768,.79574466,.20425531,"Furnishings, household equipment and maintenance",Household,01-12-2017,2017-12-01,2017,12,4
359,12,655,579,7346,.21254081,-.2,8580,.076340325,.067482516,.85617715,.14382285,Miscellaneous goods and services,Misc,01-12-2017,2017-12-01,2017,12,4
359,11,478,133,8751,.039257485,-.068742961,9362,.051057465,.014206367,.93473619,.06526383,Restaurants and Hotels,Restaurants & Hotels,01-12-2017,2017-12-01,2017,12,4
359,8,37,69,405,.66837305,-.14297977,511,.072407044,.13502936,.79256362,.20743641,Communication,Communication,01-12-2017,2017-12-01,2017,12,4
359,9,736,1284,8139,.14387932,-.18367347,10159,.072448075,.1263904,.80116153,.19883847,Recreation and culture,Recreation & culture,01-12-2017,2017-12-01,2017,12,4
359,2,1047,878,3446,.14285715,-.13368204,5371,.19493577,.16347049,.64159375,.35840625,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-12-2017,2017-12-01,2017,12,4
360,11,388,156,8817,.048809536,-.099006966,9361,.041448563,.016664887,.94188654,.058113448,Restaurants and Hotels,Restaurants & Hotels,01-01-2018,2018-01-01,2018,1,1
360,8,64,50,404,.76804078,-.29242039,518,.12355212,.096525095,.77992278,.22007722,Communication,Communication,01-01-2018,2018-01-01,2018,1,1
360,12,806,744,6936,.22222222,-.22,8486,.094979964,.087673813,.81734622,.18265378,Miscellaneous goods and services,Misc,01-01-2018,2018-01-01,2018,1,1
360,5,1027,1986,8775,.17067644,-.20000002,11788,.0871225,.16847642,.7444011,.2555989,"Furnishings, household equipment and maintenance",Household,01-01-2018,2018-01-01,2018,1,1
360,7,331,201,2518,.060790274,-.10860363,3050,.10852459,.065901637,.82557374,.17442623,Transport,Transport,01-01-2018,2018-01-01,2018,1,1
360,1,2557,2568,22533,.23541668,-.2,27658,.092450649,.092848361,.81470096,.18529901,Food and non-alcoholic beverages,Food & drink,01-01-2018,2018-01-01,2018,1,1
360,2,1310,303,3772,.1818182,-.12325934,5385,.24326834,.056267411,.70046425,.29953575,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-01-2018,2018-01-01,2018,1,1
360,4,289,126,1813,.070553109,-.10012513,2228,.12971275,.056552961,.81373429,.18626571,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-01-2018,2018-01-01,2018,1,1
360,6,151,84,1787,.11797503,-.17627119,2022,.074678533,.041543026,.88377845,.11622156,Health,Health,01-01-2018,2018-01-01,2018,1,1
360,3,2468,3906,13940,.25,-.2857143,20314,.12149256,.19228119,.68622625,.31377375,Clothing and footwear,Clothing and footwear,01-01-2018,2018-01-01,2018,1,1
360,9,1210,995,7711,.15015015,-.20842017,9916,.12202501,.10034288,.77763212,.22236788,Recreation and culture,Recreation & culture,01-01-2018,2018-01-01,2018,1,1
361,12,707,621,6167,.21025941,-.22499999,7495,.094329551,.08285524,.82281524,.17718479,Miscellaneous goods and services,Misc,01-02-2018,2018-02-01,2018,2,1
361,4,133,157,1709,.074772745,-.14953271,1999,.066533267,.078539267,.85492748,.14507253,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-02-2018,2018-02-01,2018,2,1
361,2,666,511,3866,.10344828,-.15478683,5043,.13206425,.10132857,.76660717,.23339283,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-02-2018,2018-02-01,2018,2,1
361,8,39,65,343,.65615708,-.21806791,447,.087248325,.14541388,.7673378,.2326622,Communication,Communication,01-02-2018,2018-02-01,2018,2,1
361,5,1620,904,7525,.20037447,-.16979381,10049,.16121008,.089959197,.74883074,.25116926,"Furnishings, household equipment and maintenance",Household,01-02-2018,2018-02-01,2018,2,1
361,6,110,85,1701,.15318958,-.20000002,1896,.058016878,.044831224,.89715189,.1028481,Health,Health,01-02-2018,2018-02-01,2018,2,1
361,9,1019,962,5957,.20000002,-.1509009,7938,.12836987,.12118921,.7504409,.24955907,Recreation and culture,Recreation & culture,01-02-2018,2018-02-01,2018,2,1
361,1,3144,2846,18736,.17233858,-.19968137,24726,.12715361,.11510152,.75774491,.24225512,Food and non-alcoholic beverages,Food & drink,01-02-2018,2018-02-01,2018,2,1
361,3,2454,2223,12890,.33333334,-.24050634,17567,.13969374,.12654409,.73376215,.26623783,Clothing and footwear,Clothing and footwear,01-02-2018,2018-02-01,2018,2,1
361,11,346,132,6656,.049999952,-.096814305,7134,.048500139,.018502943,.93299693,.067003086,Restaurants and Hotels,Restaurants & Hotels,01-02-2018,2018-02-01,2018,2,1
361,7,171,73,2485,.095505044,-.10522367,2729,.062660314,.026749725,.91058993,.089410037,Transport,Transport,01-02-2018,2018-02-01,2018,2,1
362,6,99,54,1858,.19276819,-.14652504,2011,.049229238,.026852312,.92391843,.076081552,Health,Health,01-03-2018,2018-03-01,2018,3,1
362,11,557,171,8216,.045454547,-.085977003,8944,.062276386,.019118963,.91860467,.08139535,Restaurants and Hotels,Restaurants & Hotels,01-03-2018,2018-03-01,2018,3,1
362,12,608,607,7106,.15000001,-.24997112,8321,.073068142,.072947964,.85398388,.14601611,Miscellaneous goods and services,Misc,01-03-2018,2018-03-01,2018,3,1
362,7,114,77,2865,.069900885,-.093333334,3056,.037303664,.025196334,.9375,.0625,Transport,Transport,01-03-2018,2018-03-01,2018,3,1
362,2,467,699,4069,.19203296,-.1080586,5235,.089207262,.13352436,.77726841,.22273162,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-03-2018,2018-03-01,2018,3,1
362,5,1314,1096,9266,.19947934,-.18339965,11676,.11253854,.093867764,.7935937,.2064063,"Furnishings, household equipment and maintenance",Household,01-03-2018,2018-03-01,2018,3,1
362,4,343,76,1707,.10277313,-.086079866,2126,.16133584,.035747882,.80291629,.19708373,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-03-2018,2018-03-01,2018,3,1
362,1,3814,2753,26046,.22500002,-.19999999,32613,.11694723,.084414192,.79863858,.20136142,Food and non-alcoholic beverages,Food & drink,01-03-2018,2018-03-01,2018,3,1
362,3,2081,2035,16023,.25,-.2204861,20139,.10333184,.10104772,.79562044,.20437956,Clothing and footwear,Clothing and footwear,01-03-2018,2018-03-01,2018,3,1
362,9,803,960,7811,.16651386,-.18267596,9574,.083872989,.10027157,.81585544,.18414456,Recreation and culture,Recreation & culture,01-03-2018,2018-03-01,2018,3,1
362,8,24,61,357,.25581706,-.1569825,442,.054298643,.13800906,.80769229,.1923077,Communication,Communication,01-03-2018,2018-03-01,2018,3,1
363,12,815,799,6957,.23636365,-.245334,8571,.095088087,.093221329,.81169057,.18830942,Miscellaneous goods and services,Misc,01-04-2018,2018-04-01,2018,4,2
363,2,1102,685,3457,.11538462,-.1600529,5244,.21014492,.13062547,.65922958,.34077039,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-04-2018,2018-04-01,2018,4,2
363,7,148,144,2767,.082914621,-.14731184,3059,.048381824,.047074206,.904544,.095456034,Transport,Transport,01-04-2018,2018-04-01,2018,4,2
363,5,954,1340,9491,.1500572,-.2,11785,.080950357,.11370386,.80534577,.19465423,"Furnishings, household equipment and maintenance",Household,01-04-2018,2018-04-01,2018,4,2
363,11,1167,147,7726,.038461596,-.05882353,9040,.12909292,.016261062,.85464603,.14535397,Restaurants and Hotels,Restaurants & Hotels,01-04-2018,2018-04-01,2018,4,2
363,4,246,107,1800,.093108185,-.10012989,2153,.11425918,.049698096,.8360427,.16395727,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-04-2018,2018-04-01,2018,4,2
363,8,22,40,347,.32723254,-.18762498,409,.053789731,.09779951,.84841079,.15158924,Communication,Communication,01-04-2018,2018-04-01,2018,4,2
363,1,3326,3592,26930,.19054502,-.1538461,33848,.098262824,.10612149,.79561567,.20438431,Food and non-alcoholic beverages,Food & drink,01-04-2018,2018-04-01,2018,4,2
363,3,2039,2183,15770,.25,-.21096838,19992,.1019908,.10919368,.7888155,.21118447,Clothing and footwear,Clothing and footwear,01-04-2018,2018-04-01,2018,4,2
363,6,125,104,1831,.17892858,-.1596639,2060,.060679611,.050485436,.88883495,.11116505,Health,Health,01-04-2018,2018-04-01,2018,4,2
363,9,1059,796,7969,.15393497,-.17576455,9824,.10779723,.081026055,.81117672,.18882328,Recreation and culture,Recreation & culture,01-04-2018,2018-04-01,2018,4,2
364,11,716,165,8228,.052631591,-.066315807,9109,.078603581,.018113954,.90328246,.096717536,Restaurants and Hotels,Restaurants & Hotels,01-05-2018,2018-05-01,2018,5,2
364,2,1045,617,3610,.16666667,-.125,5272,.19821699,.11703338,.6847496,.31525037,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-05-2018,2018-05-01,2018,5,2
364,12,768,712,7270,.31847125,-.23026314,8750,.087771431,.081371427,.83085716,.16914286,Miscellaneous goods and services,Misc,01-05-2018,2018-05-01,2018,5,2
364,9,739,859,8466,.16722408,-.16736402,10064,.073430046,.08535374,.84121621,.15878379,Recreation and culture,Recreation & culture,01-05-2018,2018-05-01,2018,5,2
364,8,67,31,311,.45198229,-.2610105,409,.16381419,.075794622,.76039118,.23960881,Communication,Communication,01-05-2018,2018-05-01,2018,5,2
364,7,150,94,2840,.083333336,-.072652802,3084,.048638131,.030479897,.92088199,.079118028,Transport,Transport,01-05-2018,2018-05-01,2018,5,2
364,5,1072,1111,10001,.16666667,-.16666669,12184,.087984242,.09118516,.82083058,.1791694,"Furnishings, household equipment and maintenance",Household,01-05-2018,2018-05-01,2018,5,2
364,4,190,225,1726,.085824914,-.11039165,2141,.088743575,.10509108,.80616534,.19383466,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-05-2018,2018-05-01,2018,5,2
364,6,79,82,1894,.095454544,-.15384616,2055,.038442824,.039902676,.92165452,.0783455,Health,Health,01-05-2018,2018-05-01,2018,5,2
364,3,1529,1784,17077,.25,-.2,20390,.074987739,.087493867,.83751839,.16248161,Clothing and footwear,Clothing and footwear,01-05-2018,2018-05-01,2018,5,2
364,1,3138,3462,27963,.21716861,-.20753589,34563,.090790734,.10016491,.80904436,.19095564,Food and non-alcoholic beverages,Food & drink,01-05-2018,2018-05-01,2018,5,2
365,5,1217,1051,10002,.19810796,-.1875039,12270,.099185005,.085656069,.8151589,.18484107,"Furnishings, household equipment and maintenance",Household,01-06-2018,2018-06-01,2018,6,2
365,12,683,582,7551,.24860744,-.20322904,8816,.077472776,.066016331,.85651088,.14348911,Miscellaneous goods and services,Misc,01-06-2018,2018-06-01,2018,6,2
365,4,119,122,1867,.1258361,-.15225524,2108,.056451611,.057874762,.88567364,.11432637,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-06-2018,2018-06-01,2018,6,2
365,8,59,70,313,.17419194,-.28419936,442,.13348417,.15837105,.70814478,.29185522,Communication,Communication,01-06-2018,2018-06-01,2018,6,2
365,11,391,92,8679,.049999952,-.087069824,9162,.04267627,.010041475,.94728225,.052717745,Restaurants and Hotels,Restaurants & Hotels,01-06-2018,2018-06-01,2018,6,2
365,6,84,61,1906,.095714301,-.125,2051,.040955633,.029741589,.92930275,.070697218,Health,Health,01-06-2018,2018-06-01,2018,6,2
365,1,2829,3260,28467,.25,-.2,34556,.081867114,.094339624,.82379329,.17620674,Food and non-alcoholic beverages,Food & drink,01-06-2018,2018-06-01,2018,6,2
365,2,645,597,4097,.14285715,-.16666667,5339,.12080914,.11181869,.76737219,.23262784,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-06-2018,2018-06-01,2018,6,2
365,3,1672,2391,16187,.2,-.25,20250,.0825679,.11807407,.79935801,.20064197,Clothing and footwear,Clothing and footwear,01-06-2018,2018-06-01,2018,6,2
365,7,180,71,2831,.059957452,-.077074558,3082,.058403634,.023036988,.91855937,.08144062,Transport,Transport,01-06-2018,2018-06-01,2018,6,2
365,9,806,883,8314,.20000793,-.17400251,10003,.080575824,.088273518,.83115065,.16884935,Recreation and culture,Recreation & culture,01-06-2018,2018-06-01,2018,6,2
366,12,624,746,7426,.2302174,-.24856108,8796,.070941336,.084811278,.8442474,.15575261,Miscellaneous goods and services,Misc,01-07-2018,2018-07-01,2018,7,3
366,11,455,179,8645,.051276647,-.055867642,9279,.049035456,.019290872,.93167365,.068326324,Restaurants and Hotels,Restaurants & Hotels,01-07-2018,2018-07-01,2018,7,3
366,5,846,1909,9509,.18844089,-.16251563,12264,.068982385,.15565884,.7753588,.22464123,"Furnishings, household equipment and maintenance",Household,01-07-2018,2018-07-01,2018,7,3
366,3,1587,2895,14598,.25000003,-.26593408,19080,.083176099,.15172955,.76509434,.23490566,Clothing and footwear,Clothing and footwear,01-07-2018,2018-07-01,2018,7,3
366,6,83,60,1940,.094804272,-.19706632,2083,.039846376,.02880461,.93134904,.068650983,Health,Health,01-07-2018,2018-07-01,2018,7,3
366,9,804,769,8413,.21286704,-.16184971,9986,.080512717,.077007808,.84247947,.15752053,Recreation and culture,Recreation & culture,01-07-2018,2018-07-01,2018,7,3
366,2,510,622,4139,.16071428,-.1,5271,.096755832,.11800417,.78523999,.21476001,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-07-2018,2018-07-01,2018,7,3
366,8,50,40,367,.48355243,-.26666668,457,.10940919,.08752735,.80306345,.19693655,Communication,Communication,01-07-2018,2018-07-01,2018,7,3
366,1,3550,3141,27491,.17652249,-.18550369,34182,.10385583,.091890469,.8042537,.1957463,Food and non-alcoholic beverages,Food & drink,01-07-2018,2018-07-01,2018,7,3
366,4,230,204,1690,.050173052,-.12416279,2124,.10828625,.096045196,.79566854,.20433146,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-07-2018,2018-07-01,2018,7,3
366,7,156,73,2884,.090909094,-.090925619,3113,.05011243,.023450049,.9264375,.073562481,Transport,Transport,01-07-2018,2018-07-01,2018,7,3
367,7,185,89,2844,.11036731,-.1540404,3118,.059332907,.028543938,.91212314,.087876841,Transport,Transport,01-08-2018,2018-08-01,2018,8,3
367,2,808,582,3889,.099403389,-.14044517,5279,.15305929,.11024816,.73669255,.26330745,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-08-2018,2018-08-01,2018,8,3
367,12,997,613,7103,.16668952,-.22234575,8713,.11442672,.07035464,.81521863,.18478136,Miscellaneous goods and services,Misc,01-08-2018,2018-08-01,2018,8,3
367,8,16,65,372,.34179172,-.15629002,453,.035320088,.14348786,.82119203,.17880794,Communication,Communication,01-08-2018,2018-08-01,2018,8,3
367,5,1889,1060,9086,.17671174,-.2,12035,.15695886,.088076442,.75496471,.24503531,"Furnishings, household equipment and maintenance",Household,01-08-2018,2018-08-01,2018,8,3
367,9,906,1178,7732,.17245832,-.17857142,9816,.092298292,.12000815,.78769356,.21230644,Recreation and culture,Recreation & culture,01-08-2018,2018-08-01,2018,8,3
367,1,4052,2998,26672,.1039139,-.16666669,33722,.12015895,.08890339,.79093766,.20906234,Food and non-alcoholic beverages,Food & drink,01-08-2018,2018-08-01,2018,8,3
367,6,106,39,1946,.081547618,-.14401126,2091,.050693449,.018651363,.93065518,.069344811,Health,Health,01-08-2018,2018-08-01,2018,8,3
367,11,473,217,8554,.0568191,-.086956508,9244,.051168326,.023474686,.92535698,.074643016,Restaurants and Hotels,Restaurants & Hotels,01-08-2018,2018-08-01,2018,8,3
367,4,201,107,1829,.07692308,-.094414622,2137,.094057091,.050070193,.85587269,.14412728,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-08-2018,2018-08-01,2018,8,3
