quote_date,item_id,description,name5,date,price,p,keep
199009,220107,PUB -HOT MEAL,A. Pub Meal,32,70,2.8583333,1
199009,220107,PUB -HOT MEAL,A. Pub Meal,32,80,3.1604166,1
199009,220107,PUB -HOT MEAL,A. Pub Meal,32,90,3.4770832,1
199010,220107,PUB -HOT MEAL,A. Pub Meal,33,10,1.5916667,1
199010,220107,PUB -HOT MEAL,A. Pub Meal,33,20,1.9541667,1
199010,220107,PUB -HOT MEAL,A. Pub Meal,33,30,2.1666667,1
199010,220107,PUB -HOT MEAL,A. Pub Meal,33,40,2.3104167,1
199010,220107,PUB -HOT MEAL,A. Pub Meal,33,50,2.5270834,1
199010,220107,PUB -HOT MEAL,A. Pub Meal,33,60,2.7120833,1
199010,220107,PUB -HOT MEAL,A. Pub Meal,33,70,2.9520833,1
199010,220107,PUB -HOT MEAL,A. Pub Meal,33,80,3.2416668,1
199010,220107,PUB -HOT MEAL,A. Pub Meal,33,90,3.55,1
199011,220107,PUB -HOT MEAL,A. Pub Meal,34,10,1.5791667,1
199011,220107,PUB -HOT MEAL,A. Pub Meal,34,20,1.9125,1
199011,220107,PUB -HOT MEAL,A. Pub Meal,34,30,2.1812501,1
199011,220107,PUB -HOT MEAL,A. Pub Meal,34,40,2.3875,1
199011,220107,PUB -HOT MEAL,A. Pub Meal,34,50,2.5875001,1
199011,220107,PUB -HOT MEAL,A. Pub Meal,34,60,2.7208333,1
199011,220107,PUB -HOT MEAL,A. Pub Meal,34,70,2.9749999,1
199011,220107,PUB -HOT MEAL,A. Pub Meal,34,80,3.2666667,1
199011,220107,PUB -HOT MEAL,A. Pub Meal,34,90,3.5841668,1
199012,220107,PUB -HOT MEAL,A. Pub Meal,35,10,1.4625,1
199012,220107,PUB -HOT MEAL,A. Pub Meal,35,20,1.9270834,1
199012,220107,PUB -HOT MEAL,A. Pub Meal,35,30,2.1541667,1
199012,220107,PUB -HOT MEAL,A. Pub Meal,35,40,2.3520834,1
199012,220107,PUB -HOT MEAL,A. Pub Meal,35,50,2.5374999,1
199012,220107,PUB -HOT MEAL,A. Pub Meal,35,60,2.7395833,1
199012,220107,PUB -HOT MEAL,A. Pub Meal,35,70,2.9958334,1
199012,220107,PUB -HOT MEAL,A. Pub Meal,35,80,3.2437501,1
199012,220107,PUB -HOT MEAL,A. Pub Meal,35,90,3.5841668,1
199101,220107,PUB -HOT MEAL,A. Pub Meal,36,10,1.6458333,1
199101,220107,PUB -HOT MEAL,A. Pub Meal,36,20,2.0541666,1
199101,220107,PUB -HOT MEAL,A. Pub Meal,36,30,2.2458334,1
199101,220107,PUB -HOT MEAL,A. Pub Meal,36,40,2.4729166,1
199101,220107,PUB -HOT MEAL,A. Pub Meal,36,50,2.6291666,1
199101,220107,PUB -HOT MEAL,A. Pub Meal,36,60,2.8062501,1
199101,220107,PUB -HOT MEAL,A. Pub Meal,36,70,3.0395834,1
199101,220107,PUB -HOT MEAL,A. Pub Meal,36,80,3.29,1
199101,220107,PUB -HOT MEAL,A. Pub Meal,36,90,3.6229167,1
199102,220107,PUB -HOT MEAL,A. Pub Meal,37,10,1.7270833,1
199102,220107,PUB -HOT MEAL,A. Pub Meal,37,20,2.0562501,1
199102,220107,PUB -HOT MEAL,A. Pub Meal,37,30,2.2541666,1
199102,220107,PUB -HOT MEAL,A. Pub Meal,37,40,2.4708333,1
199102,220107,PUB -HOT MEAL,A. Pub Meal,37,50,2.6395833,1
199102,220107,PUB -HOT MEAL,A. Pub Meal,37,60,2.7916667,1
199102,220107,PUB -HOT MEAL,A. Pub Meal,37,70,3.0416667,1
199102,220107,PUB -HOT MEAL,A. Pub Meal,37,80,3.2637501,1
199102,220107,PUB -HOT MEAL,A. Pub Meal,37,90,3.5770833,1
199103,220107,PUB -HOT MEAL,A. Pub Meal,38,10,1.7229166,1
199103,220107,PUB -HOT MEAL,A. Pub Meal,38,20,2.0520833,1
199103,220107,PUB -HOT MEAL,A. Pub Meal,38,30,2.2874999,1
199103,220107,PUB -HOT MEAL,A. Pub Meal,38,40,2.45625,1
199103,220107,PUB -HOT MEAL,A. Pub Meal,38,50,2.6208334,1
199103,220107,PUB -HOT MEAL,A. Pub Meal,38,60,2.8499999,1
199103,220107,PUB -HOT MEAL,A. Pub Meal,38,70,3.1500001,1
199103,220107,PUB -HOT MEAL,A. Pub Meal,38,80,3.3291667,1
199103,220107,PUB -HOT MEAL,A. Pub Meal,38,90,3.7020833,1
199104,220107,PUB -HOT MEAL,A. Pub Meal,39,10,1.8041667,1
199104,220107,PUB -HOT MEAL,A. Pub Meal,39,20,2.1637499,1
199104,220107,PUB -HOT MEAL,A. Pub Meal,39,30,2.3479166,1
199104,220107,PUB -HOT MEAL,A. Pub Meal,39,40,2.5395832,1
199104,220107,PUB -HOT MEAL,A. Pub Meal,39,50,2.8062501,1
199104,220107,PUB -HOT MEAL,A. Pub Meal,39,60,2.9291666,1
199104,220107,PUB -HOT MEAL,A. Pub Meal,39,70,3.1845834,1
199104,220107,PUB -HOT MEAL,A. Pub Meal,39,80,3.4604166,1
199104,220107,PUB -HOT MEAL,A. Pub Meal,39,90,3.79375,1
199105,220107,PUB -HOT MEAL,A. Pub Meal,40,10,1.85,1
199105,220107,PUB -HOT MEAL,A. Pub Meal,40,20,2.1937499,1
199105,220107,PUB -HOT MEAL,A. Pub Meal,40,30,2.3941667,1
199105,220107,PUB -HOT MEAL,A. Pub Meal,40,40,2.5729167,1
199105,220107,PUB -HOT MEAL,A. Pub Meal,40,50,2.7874999,1
199105,220107,PUB -HOT MEAL,A. Pub Meal,40,60,2.9645834,1
199105,220107,PUB -HOT MEAL,A. Pub Meal,40,70,3.1791668,1
199105,220107,PUB -HOT MEAL,A. Pub Meal,40,80,3.4708333,1
199105,220107,PUB -HOT MEAL,A. Pub Meal,40,90,3.8491666,1
199106,220107,PUB -HOT MEAL,A. Pub Meal,41,10,1.8166666,1
199106,220107,PUB -HOT MEAL,A. Pub Meal,41,20,2.1733334,1
199106,220107,PUB -HOT MEAL,A. Pub Meal,41,30,2.415,1
199106,220107,PUB -HOT MEAL,A. Pub Meal,41,40,2.5583334,1
199106,220107,PUB -HOT MEAL,A. Pub Meal,41,50,2.8499999,1
199106,220107,PUB -HOT MEAL,A. Pub Meal,41,60,3,1
199106,220107,PUB -HOT MEAL,A. Pub Meal,41,70,3.2125001,1
199106,220107,PUB -HOT MEAL,A. Pub Meal,41,80,3.4645834,1
199106,220107,PUB -HOT MEAL,A. Pub Meal,41,90,3.8166666,1
199107,220107,PUB -HOT MEAL,A. Pub Meal,42,10,1.8666667,1
199107,220107,PUB -HOT MEAL,A. Pub Meal,42,20,2.1708333,1
199107,220107,PUB -HOT MEAL,A. Pub Meal,42,30,2.4291668,1
199107,220107,PUB -HOT MEAL,A. Pub Meal,42,40,2.7125001,1
199107,220107,PUB -HOT MEAL,A. Pub Meal,42,50,2.9000001,1
199107,220107,PUB -HOT MEAL,A. Pub Meal,42,60,3.0370834,1
199107,220107,PUB -HOT MEAL,A. Pub Meal,42,70,3.2479167,1
199107,220107,PUB -HOT MEAL,A. Pub Meal,42,80,3.4979167,1
199107,220107,PUB -HOT MEAL,A. Pub Meal,42,90,3.8916667,1
199108,220107,PUB -HOT MEAL,A. Pub Meal,43,10,1.8458333,1
199108,220107,PUB -HOT MEAL,A. Pub Meal,43,20,2.1916666,1
199108,220107,PUB -HOT MEAL,A. Pub Meal,43,30,2.4604168,1
199108,220107,PUB -HOT MEAL,A. Pub Meal,43,40,2.7083333,1
199108,220107,PUB -HOT MEAL,A. Pub Meal,43,50,2.925,1
199108,220107,PUB -HOT MEAL,A. Pub Meal,43,60,3.1020834,1
199108,220107,PUB -HOT MEAL,A. Pub Meal,43,70,3.2854166,1
199108,220107,PUB -HOT MEAL,A. Pub Meal,43,80,3.5104167,1
199108,220107,PUB -HOT MEAL,A. Pub Meal,43,90,3.99125,1
199109,220107,PUB -HOT MEAL,A. Pub Meal,44,10,1.8833333,1
199109,220107,PUB -HOT MEAL,A. Pub Meal,44,20,2.2041667,1
199109,220107,PUB -HOT MEAL,A. Pub Meal,44,30,2.4375,1
199109,220107,PUB -HOT MEAL,A. Pub Meal,44,40,2.6520834,1
199109,220107,PUB -HOT MEAL,A. Pub Meal,44,50,2.8625,1
199109,220107,PUB -HOT MEAL,A. Pub Meal,44,60,3.0666666,1
199109,220107,PUB -HOT MEAL,A. Pub Meal,44,70,3.3075001,1
199109,220107,PUB -HOT MEAL,A. Pub Meal,44,80,3.5104167,1
199109,220107,PUB -HOT MEAL,A. Pub Meal,44,90,3.8616667,1
199110,220107,PUB -HOT MEAL,A. Pub Meal,45,10,1.8916667,1
199110,220107,PUB -HOT MEAL,A. Pub Meal,45,20,2.2020833,1
199110,220107,PUB -HOT MEAL,A. Pub Meal,45,30,2.48125,1
199110,220107,PUB -HOT MEAL,A. Pub Meal,45,40,2.7166667,1
199110,220107,PUB -HOT MEAL,A. Pub Meal,45,50,2.90625,1
199110,220107,PUB -HOT MEAL,A. Pub Meal,45,60,3.0875001,1
199110,220107,PUB -HOT MEAL,A. Pub Meal,45,70,3.2979167,1
199110,220107,PUB -HOT MEAL,A. Pub Meal,45,80,3.5208333,1
199110,220107,PUB -HOT MEAL,A. Pub Meal,45,90,3.865,1
199111,220107,PUB -HOT MEAL,A. Pub Meal,46,10,1.9020833,1
199111,220107,PUB -HOT MEAL,A. Pub Meal,46,20,2.2125001,1
199111,220107,PUB -HOT MEAL,A. Pub Meal,46,30,2.5041666,1
199111,220107,PUB -HOT MEAL,A. Pub Meal,46,40,2.7016666,1
199111,220107,PUB -HOT MEAL,A. Pub Meal,46,50,2.8895833,1
199111,220107,PUB -HOT MEAL,A. Pub Meal,46,60,3.1041667,1
199111,220107,PUB -HOT MEAL,A. Pub Meal,46,70,3.3125,1
199111,220107,PUB -HOT MEAL,A. Pub Meal,46,80,3.5666666,1
199111,220107,PUB -HOT MEAL,A. Pub Meal,46,90,3.9075,1
199112,220107,PUB -HOT MEAL,A. Pub Meal,47,10,1.9729166,1
199112,220107,PUB -HOT MEAL,A. Pub Meal,47,20,2.2333333,1
199112,220107,PUB -HOT MEAL,A. Pub Meal,47,30,2.5166667,1
199112,220107,PUB -HOT MEAL,A. Pub Meal,47,40,2.6929166,1
199112,220107,PUB -HOT MEAL,A. Pub Meal,47,50,2.9333334,1
199112,220107,PUB -HOT MEAL,A. Pub Meal,47,60,3.1395833,1
199112,220107,PUB -HOT MEAL,A. Pub Meal,47,70,3.3187499,1
199112,220107,PUB -HOT MEAL,A. Pub Meal,47,80,3.5999999,1
199112,220107,PUB -HOT MEAL,A. Pub Meal,47,90,3.9458332,1
199201,220107,PUB -HOT MEAL,A. Pub Meal,48,10,1.95,1
199201,220107,PUB -HOT MEAL,A. Pub Meal,48,20,2.2520833,1
199201,220107,PUB -HOT MEAL,A. Pub Meal,48,30,2.4958334,1
199201,220107,PUB -HOT MEAL,A. Pub Meal,48,40,2.7229166,1
199201,220107,PUB -HOT MEAL,A. Pub Meal,48,50,2.9166667,1
199201,220107,PUB -HOT MEAL,A. Pub Meal,48,60,3.1500001,1
199201,220107,PUB -HOT MEAL,A. Pub Meal,48,70,3.3291667,1
199201,220107,PUB -HOT MEAL,A. Pub Meal,48,80,3.64375,1
199201,220107,PUB -HOT MEAL,A. Pub Meal,48,90,3.9000001,1
199202,220107,PUB -HOT MEAL,A. Pub Meal,49,10,1.9558333,1
199202,220107,PUB -HOT MEAL,A. Pub Meal,49,20,2.3041666,1
199202,220107,PUB -HOT MEAL,A. Pub Meal,49,30,2.5687499,1
199202,220107,PUB -HOT MEAL,A. Pub Meal,49,40,2.7808332,1
199202,220107,PUB -HOT MEAL,A. Pub Meal,49,50,2.96875,1
199202,220107,PUB -HOT MEAL,A. Pub Meal,49,60,3.1458333,1
199202,220107,PUB -HOT MEAL,A. Pub Meal,49,70,3.3833334,1
199202,220107,PUB -HOT MEAL,A. Pub Meal,49,80,3.6500001,1
199202,220107,PUB -HOT MEAL,A. Pub Meal,49,90,3.9179168,1
199203,220107,PUB -HOT MEAL,A. Pub Meal,50,10,1.93125,1
199203,220107,PUB -HOT MEAL,A. Pub Meal,50,20,2.3187499,1
199203,220107,PUB -HOT MEAL,A. Pub Meal,50,30,2.5729167,1
199203,220107,PUB -HOT MEAL,A. Pub Meal,50,40,2.79375,1
199203,220107,PUB -HOT MEAL,A. Pub Meal,50,50,2.9791667,1
199203,220107,PUB -HOT MEAL,A. Pub Meal,50,60,3.1916666,1
199203,220107,PUB -HOT MEAL,A. Pub Meal,50,70,3.3645833,1
199203,220107,PUB -HOT MEAL,A. Pub Meal,50,80,3.6520834,1
199203,220107,PUB -HOT MEAL,A. Pub Meal,50,90,3.8895833,1
199204,220107,PUB -HOT MEAL,A. Pub Meal,51,10,2.0083334,1
199204,220107,PUB -HOT MEAL,A. Pub Meal,51,20,2.3395834,1
199204,220107,PUB -HOT MEAL,A. Pub Meal,51,30,2.6125,1
199204,220107,PUB -HOT MEAL,A. Pub Meal,51,40,2.8395834,1
199204,220107,PUB -HOT MEAL,A. Pub Meal,51,50,3.0229168,1
199204,220107,PUB -HOT MEAL,A. Pub Meal,51,60,3.2020833,1
199204,220107,PUB -HOT MEAL,A. Pub Meal,51,70,3.4375,1
199204,220107,PUB -HOT MEAL,A. Pub Meal,51,80,3.7083333,1
199204,220107,PUB -HOT MEAL,A. Pub Meal,51,90,4.0145831,1
199205,220107,PUB -HOT MEAL,A. Pub Meal,52,10,1.99375,1
199205,220107,PUB -HOT MEAL,A. Pub Meal,52,20,2.3791666,1
199205,220107,PUB -HOT MEAL,A. Pub Meal,52,30,2.6416667,1
199205,220107,PUB -HOT MEAL,A. Pub Meal,52,40,2.8704166,1
199205,220107,PUB -HOT MEAL,A. Pub Meal,52,50,3.03125,1
199205,220107,PUB -HOT MEAL,A. Pub Meal,52,60,3.2229166,1
199205,220107,PUB -HOT MEAL,A. Pub Meal,52,70,3.4937501,1
199205,220107,PUB -HOT MEAL,A. Pub Meal,52,80,3.7308333,1
199205,220107,PUB -HOT MEAL,A. Pub Meal,52,90,4.0916667,1
199206,220107,PUB -HOT MEAL,A. Pub Meal,53,10,2.0354166,1
199206,220107,PUB -HOT MEAL,A. Pub Meal,53,20,2.3554168,1
199206,220107,PUB -HOT MEAL,A. Pub Meal,53,30,2.6520834,1
199206,220107,PUB -HOT MEAL,A. Pub Meal,53,40,2.8520834,1
199206,220107,PUB -HOT MEAL,A. Pub Meal,53,50,3.0145833,1
199206,220107,PUB -HOT MEAL,A. Pub Meal,53,60,3.20625,1
199206,220107,PUB -HOT MEAL,A. Pub Meal,53,70,3.4104166,1
199206,220107,PUB -HOT MEAL,A. Pub Meal,53,80,3.7479167,1
199206,220107,PUB -HOT MEAL,A. Pub Meal,53,90,4.0999999,1
199207,220107,PUB -HOT MEAL,A. Pub Meal,54,10,2.0166667,1
199207,220107,PUB -HOT MEAL,A. Pub Meal,54,20,2.4208333,1
199207,220107,PUB -HOT MEAL,A. Pub Meal,54,30,2.6541667,1
199207,220107,PUB -HOT MEAL,A. Pub Meal,54,40,2.8666668,1
199207,220107,PUB -HOT MEAL,A. Pub Meal,54,50,3.0875001,1
199207,220107,PUB -HOT MEAL,A. Pub Meal,54,60,3.2083333,1
199207,220107,PUB -HOT MEAL,A. Pub Meal,54,70,3.4375,1
199207,220107,PUB -HOT MEAL,A. Pub Meal,54,80,3.7375,1
199207,220107,PUB -HOT MEAL,A. Pub Meal,54,90,4.0749998,1
199208,220107,PUB -HOT MEAL,A. Pub Meal,55,10,2.0250001,1
199208,220107,PUB -HOT MEAL,A. Pub Meal,55,20,2.41875,1
199208,220107,PUB -HOT MEAL,A. Pub Meal,55,30,2.6583333,1
199208,220107,PUB -HOT MEAL,A. Pub Meal,55,40,2.8954167,1
199208,220107,PUB -HOT MEAL,A. Pub Meal,55,50,3.0999999,1
199208,220107,PUB -HOT MEAL,A. Pub Meal,55,60,3.2375,1
199208,220107,PUB -HOT MEAL,A. Pub Meal,55,70,3.4541667,1
199208,220107,PUB -HOT MEAL,A. Pub Meal,55,80,3.7366667,1
199208,220107,PUB -HOT MEAL,A. Pub Meal,55,90,4.1104164,1
199209,220107,PUB -HOT MEAL,A. Pub Meal,56,10,2.0166667,1
199209,220107,PUB -HOT MEAL,A. Pub Meal,56,20,2.4241667,1
199209,220107,PUB -HOT MEAL,A. Pub Meal,56,30,2.6624999,1
199209,220107,PUB -HOT MEAL,A. Pub Meal,56,40,2.8983333,1
199209,220107,PUB -HOT MEAL,A. Pub Meal,56,50,3.1095834,1
199209,220107,PUB -HOT MEAL,A. Pub Meal,56,60,3.25,1
199209,220107,PUB -HOT MEAL,A. Pub Meal,56,70,3.4708333,1
199209,220107,PUB -HOT MEAL,A. Pub Meal,56,80,3.7583334,1
199209,220107,PUB -HOT MEAL,A. Pub Meal,56,90,4.1416669,1
199210,220107,PUB -HOT MEAL,A. Pub Meal,57,10,2.0416667,1
199210,220107,PUB -HOT MEAL,A. Pub Meal,57,20,2.425,1
199210,220107,PUB -HOT MEAL,A. Pub Meal,57,30,2.6333334,1
199210,220107,PUB -HOT MEAL,A. Pub Meal,57,40,2.9370832,1
199210,220107,PUB -HOT MEAL,A. Pub Meal,57,50,3.0979166,1
199210,220107,PUB -HOT MEAL,A. Pub Meal,57,60,3.2645833,1
199210,220107,PUB -HOT MEAL,A. Pub Meal,57,70,3.4833333,1
199210,220107,PUB -HOT MEAL,A. Pub Meal,57,80,3.7437501,1
199210,220107,PUB -HOT MEAL,A. Pub Meal,57,90,4.1208334,1
199211,220107,PUB -HOT MEAL,A. Pub Meal,58,10,2.0416667,1
199211,220107,PUB -HOT MEAL,A. Pub Meal,58,20,2.4333334,1
199211,220107,PUB -HOT MEAL,A. Pub Meal,58,30,2.6383333,1
199211,220107,PUB -HOT MEAL,A. Pub Meal,58,40,2.9345834,1
199211,220107,PUB -HOT MEAL,A. Pub Meal,58,50,3.1187501,1
199211,220107,PUB -HOT MEAL,A. Pub Meal,58,60,3.2750001,1
199211,220107,PUB -HOT MEAL,A. Pub Meal,58,70,3.4833333,1
199211,220107,PUB -HOT MEAL,A. Pub Meal,58,80,3.7625,1
199211,220107,PUB -HOT MEAL,A. Pub Meal,58,90,4.1270833,1
199212,220107,PUB -HOT MEAL,A. Pub Meal,59,10,2.0083334,1
199212,220107,PUB -HOT MEAL,A. Pub Meal,59,20,2.4375,1
199212,220107,PUB -HOT MEAL,A. Pub Meal,59,30,2.6416667,1
199212,220107,PUB -HOT MEAL,A. Pub Meal,59,40,2.9575,1
199212,220107,PUB -HOT MEAL,A. Pub Meal,59,50,3.1179166,1
199212,220107,PUB -HOT MEAL,A. Pub Meal,59,60,3.2645833,1
199212,220107,PUB -HOT MEAL,A. Pub Meal,59,70,3.4916668,1
199212,220107,PUB -HOT MEAL,A. Pub Meal,59,80,3.7520833,1
199212,220107,PUB -HOT MEAL,A. Pub Meal,59,90,4.1166668,1
199301,220107,PUB -HOT MEAL,A. Pub Meal,60,10,2.0458333,1
199301,220107,PUB -HOT MEAL,A. Pub Meal,60,20,2.48125,1
199301,220107,PUB -HOT MEAL,A. Pub Meal,60,30,2.7083333,1
199301,220107,PUB -HOT MEAL,A. Pub Meal,60,40,2.9279165,1
199301,220107,PUB -HOT MEAL,A. Pub Meal,60,50,3.0791667,1
199301,220107,PUB -HOT MEAL,A. Pub Meal,60,60,3.2666667,1
199301,220107,PUB -HOT MEAL,A. Pub Meal,60,70,3.4625001,1
199301,220107,PUB -HOT MEAL,A. Pub Meal,60,80,3.7483335,1
199301,220107,PUB -HOT MEAL,A. Pub Meal,60,90,4.0708332,1
199302,220107,PUB -HOT MEAL,A. Pub Meal,61,10,2.0708334,1
199302,220107,PUB -HOT MEAL,A. Pub Meal,61,20,2.4791667,1
199302,220107,PUB -HOT MEAL,A. Pub Meal,61,30,2.7,1
199302,220107,PUB -HOT MEAL,A. Pub Meal,61,40,2.9200001,1
199302,220107,PUB -HOT MEAL,A. Pub Meal,61,50,3.075,1
199302,220107,PUB -HOT MEAL,A. Pub Meal,61,60,3.2895834,1
199302,220107,PUB -HOT MEAL,A. Pub Meal,61,70,3.5166667,1
199302,220107,PUB -HOT MEAL,A. Pub Meal,61,80,3.7708333,1
199302,220107,PUB -HOT MEAL,A. Pub Meal,61,90,4.0583334,1
199303,220107,PUB -HOT MEAL,A. Pub Meal,62,10,2.1041667,1
199303,220107,PUB -HOT MEAL,A. Pub Meal,62,20,2.5033333,1
199303,220107,PUB -HOT MEAL,A. Pub Meal,62,30,2.7729166,1
199303,220107,PUB -HOT MEAL,A. Pub Meal,62,40,2.9491668,1
199303,220107,PUB -HOT MEAL,A. Pub Meal,62,50,3.1041667,1
199303,220107,PUB -HOT MEAL,A. Pub Meal,62,60,3.3125,1
199303,220107,PUB -HOT MEAL,A. Pub Meal,62,70,3.5158334,1
199303,220107,PUB -HOT MEAL,A. Pub Meal,62,80,3.7479167,1
199303,220107,PUB -HOT MEAL,A. Pub Meal,62,90,4.0791664,1
199304,220107,PUB -HOT MEAL,A. Pub Meal,63,10,2.0833333,1
199304,220107,PUB -HOT MEAL,A. Pub Meal,63,20,2.4908333,1
199304,220107,PUB -HOT MEAL,A. Pub Meal,63,30,2.7041667,1
199304,220107,PUB -HOT MEAL,A. Pub Meal,63,40,2.9583333,1
199304,220107,PUB -HOT MEAL,A. Pub Meal,63,50,3.1458333,1
199304,220107,PUB -HOT MEAL,A. Pub Meal,63,60,3.3041666,1
199304,220107,PUB -HOT MEAL,A. Pub Meal,63,70,3.5541668,1
199304,220107,PUB -HOT MEAL,A. Pub Meal,63,80,3.7645833,1
199304,220107,PUB -HOT MEAL,A. Pub Meal,63,90,4.0749998,1
199305,220107,PUB -HOT MEAL,A. Pub Meal,64,10,2.04125,1
199305,220107,PUB -HOT MEAL,A. Pub Meal,64,20,2.4720833,1
199305,220107,PUB -HOT MEAL,A. Pub Meal,64,30,2.70625,1
199305,220107,PUB -HOT MEAL,A. Pub Meal,64,40,2.9458332,1
199305,220107,PUB -HOT MEAL,A. Pub Meal,64,50,3.1833334,1
199305,220107,PUB -HOT MEAL,A. Pub Meal,64,60,3.3333333,1
199305,220107,PUB -HOT MEAL,A. Pub Meal,64,70,3.5354166,1
199305,220107,PUB -HOT MEAL,A. Pub Meal,64,80,3.7437501,1
