prices,obs,date,region
8241,111493,2014-08-01,East Midlands
9788,111493,2014-08-01,South West
5860,111493,2014-08-01,Wales
8270,111704,2014-09-01,East Midlands
4600,111704,2014-09-01,Northern Ireland
14810,111704,2014-09-01,South East
8621,111704,2014-09-01,West Midlands
9766,111704,2014-09-01,South West
10428,111704,2014-09-01,East Anglia
11489,111704,2014-09-01,North West
12865,111704,2014-09-01,London
5880,111704,2014-09-01,Wales
9171,111704,2014-09-01,Scotland
9570,111704,2014-09-01,Yorkshire & Humber
5544,111704,2014-09-01,North
12700,111105,2014-10-01,London
9455,111105,2014-10-01,Yorkshire & Humber
4550,111105,2014-10-01,Northern Ireland
9213,111105,2014-10-01,Scotland
11469,111105,2014-10-01,North West
14797,111105,2014-10-01,South East
5841,111105,2014-10-01,Wales
8591,111105,2014-10-01,West Midlands
10394,111105,2014-10-01,East Anglia
8194,111105,2014-10-01,East Midlands
9699,111105,2014-10-01,South West
5506,111105,2014-10-01,North
14820,111793,2014-11-01,South East
10416,111793,2014-11-01,East Anglia
8658,111793,2014-11-01,West Midlands
9438,111793,2014-11-01,Yorkshire & Humber
12752,111793,2014-11-01,London
9757,111793,2014-11-01,South West
11561,111793,2014-11-01,North West
4613,111793,2014-11-01,Northern Ireland
8235,111793,2014-11-01,East Midlands
5910,111793,2014-11-01,Wales
5593,111793,2014-11-01,North
9286,111793,2014-11-01,Scotland
9741,111959,2014-12-01,South West
8195,111959,2014-12-01,East Midlands
8566,111959,2014-12-01,West Midlands
5822,111959,2014-12-01,Wales
5590,111959,2014-12-01,North
12860,111959,2014-12-01,London
9398,111959,2014-12-01,Scotland
11679,111959,2014-12-01,North West
9488,111959,2014-12-01,Yorkshire & Humber
10493,111959,2014-12-01,East Anglia
4645,111959,2014-12-01,Northern Ireland
14728,111959,2014-12-01,South East
8273,112492,2015-01-01,East Midlands
4723,112492,2015-01-01,Northern Ireland
9575,112492,2015-01-01,Yorkshire & Humber
9719,112492,2015-01-01,South West
10565,112492,2015-01-01,East Anglia
8714,112492,2015-01-01,West Midlands
9416,112492,2015-01-01,Scotland
5924,112492,2015-01-01,Wales
14866,112492,2015-01-01,South East
12817,112492,2015-01-01,London
5618,112492,2015-01-01,North
11574,112492,2015-01-01,North West
5549,110362,2015-02-01,North
8608,110362,2015-02-01,West Midlands
11394,110362,2015-02-01,North West
9220,110362,2015-02-01,Scotland
12455,110362,2015-02-01,London
14425,110362,2015-02-01,South East
8183,110362,2015-02-01,East Midlands
4633,110362,2015-02-01,Northern Ireland
9454,110362,2015-02-01,Yorkshire & Humber
9498,110362,2015-02-01,South West
10351,110362,2015-02-01,East Anglia
5834,110362,2015-02-01,Wales
5717,113759,2015-03-01,North
4749,113759,2015-03-01,Northern Ireland
9824,113759,2015-03-01,South West
6007,113759,2015-03-01,Wales
12922,113759,2015-03-01,London
8889,113759,2015-03-01,West Midlands
11784,113759,2015-03-01,North West
8452,113759,2015-03-01,East Midlands
9418,113759,2015-03-01,Scotland
10561,113759,2015-03-01,East Anglia
15004,113759,2015-03-01,South East
9674,113759,2015-03-01,Yorkshire & Humber
6013,115935,2015-04-01,North
15132,115935,2015-04-01,South East
13153,115935,2015-04-01,London
10643,115935,2015-04-01,East Anglia
9733,115935,2015-04-01,Scotland
8572,115935,2015-04-01,East Midlands
9950,115935,2015-04-01,Yorkshire & Humber
9041,115935,2015-04-01,West Midlands
9955,115935,2015-04-01,South West
4805,115935,2015-04-01,Northern Ireland
6009,115935,2015-04-01,Wales
12193,115935,2015-04-01,North West
9080,116093,2015-05-01,West Midlands
6019,116093,2015-05-01,North
9940,116093,2015-05-01,Yorkshire & Humber
15129,116093,2015-05-01,South East
10627,116093,2015-05-01,East Anglia
8589,116093,2015-05-01,East Midlands
9781,116093,2015-05-01,Scotland
13147,116093,2015-05-01,London
6060,116093,2015-05-01,Wales
9979,116093,2015-05-01,South West
4836,116093,2015-05-01,Northern Ireland
12166,116093,2015-05-01,North West
10002,116584,2015-06-01,South West
15177,116584,2015-06-01,South East
13164,116584,2015-06-01,London
12128,116584,2015-06-01,North West
9124,116584,2015-06-01,West Midlands
6088,116584,2015-06-01,North
9974,116584,2015-06-01,Yorkshire & Humber
8675,116584,2015-06-01,East Midlands
6098,116584,2015-06-01,Wales
9778,116584,2015-06-01,Scotland
4893,116584,2015-06-01,Northern Ireland
10723,116584,2015-06-01,East Anglia
9679,114886,2015-07-01,Scotland
6013,114886,2015-07-01,Wales
15016,114886,2015-07-01,South East
4525,114886,2015-07-01,Northern Ireland
13018,114886,2015-07-01,London
6036,114886,2015-07-01,North
12033,114886,2015-07-01,North West
9904,114886,2015-07-01,Yorkshire & Humber
9905,114886,2015-07-01,South West
10551,114886,2015-07-01,East Anglia
8534,114886,2015-07-01,East Midlands
8976,114886,2015-07-01,West Midlands
6101,115736,2015-08-01,Wales
13044,115736,2015-08-01,London
6078,115736,2015-08-01,North
8587,115736,2015-08-01,East Midlands
12051,115736,2015-08-01,North West
9928,115736,2015-08-01,Yorkshire & Humber
10615,115736,2015-08-01,East Anglia
4686,115736,2015-08-01,Northern Ireland
9075,115736,2015-08-01,West Midlands
9773,115736,2015-08-01,Scotland
15117,115736,2015-08-01,South East
9985,115736,2015-08-01,South West
8997,115298,2015-09-01,West Midlands
11951,115298,2015-09-01,North West
13085,115298,2015-09-01,London
6027,115298,2015-09-01,Wales
9998,115298,2015-09-01,South West
6042,115298,2015-09-01,North
9938,115298,2015-09-01,Yorkshire & Humber
8449,115298,2015-09-01,East Midlands
15073,115298,2015-09-01,South East
4813,115298,2015-09-01,Northern Ireland
9706,115298,2015-09-01,Scotland
10509,115298,2015-09-01,East Anglia
8964,114195,2015-10-01,West Midlands
11837,114195,2015-10-01,North West
8381,114195,2015-10-01,East Midlands
9865,114195,2015-10-01,South West
5966,114195,2015-10-01,North
9777,114195,2015-10-01,Yorkshire & Humber
10469,114195,2015-10-01,East Anglia
4737,114195,2015-10-01,Northern Ireland
6020,114195,2015-10-01,Wales
9549,114195,2015-10-01,Scotland
12958,114195,2015-10-01,London
14963,114195,2015-10-01,South East
4736,114300,2015-11-01,Northern Ireland
10431,114300,2015-11-01,East Anglia
8362,114300,2015-11-01,East Midlands
11933,114300,2015-11-01,North West
8988,114300,2015-11-01,West Midlands
9787,114300,2015-11-01,South West
9789,114300,2015-11-01,Yorkshire & Humber
5974,114300,2015-11-01,North
12902,114300,2015-11-01,London
9640,114300,2015-11-01,Scotland
6046,114300,2015-11-01,Wales
14937,114300,2015-11-01,South East
4765,114817,2015-12-01,Northern Ireland
11975,114817,2015-12-01,North West
14968,114817,2015-12-01,South East
13001,114817,2015-12-01,London
9922,114817,2015-12-01,Yorkshire & Humber
9027,114817,2015-12-01,West Midlands
10367,114817,2015-12-01,East Anglia
6071,114817,2015-12-01,Wales
8430,114817,2015-12-01,East Midlands
9856,114817,2015-12-01,South West
9655,114817,2015-12-01,Scotland
6000,114817,2015-12-01,North
9072,115217,2016-01-01,West Midlands
9931,115217,2016-01-01,Yorkshire & Humber
6040,115217,2016-01-01,North
9914,115217,2016-01-01,South West
12998,115217,2016-01-01,London
8498,115217,2016-01-01,East Midlands
12001,115217,2016-01-01,North West
6128,115217,2016-01-01,Wales
9650,115217,2016-01-01,Scotland
14985,115217,2016-01-01,South East
10562,115217,2016-01-01,East Anglia
4818,115217,2016-01-01,Northern Ireland
8777,111438,2016-02-01,West Midlands
9588,111438,2016-02-01,South West
9601,111438,2016-02-01,Yorkshire & Humber
10254,111438,2016-02-01,East Anglia
12485,111438,2016-02-01,London
9480,111438,2016-02-01,Scotland
5818,111438,2016-02-01,Wales
8269,111438,2016-02-01,East Midlands
5859,111438,2016-02-01,North
11732,111438,2016-02-01,North West
14467,111438,2016-02-01,South East
4601,111438,2016-02-01,Northern Ireland
9764,114522,2016-03-01,Yorkshire & Humber
9800,114522,2016-03-01,Scotland
12936,114522,2016-03-01,London
9897,114522,2016-03-01,South West
5977,114522,2016-03-01,North
5974,114522,2016-03-01,Wales
4731,114522,2016-03-01,Northern Ireland
8975,114522,2016-03-01,West Midlands
8434,114522,2016-03-01,East Midlands
12033,114522,2016-03-01,North West
10430,114522,2016-03-01,East Anglia
15064,114522,2016-03-01,South East
9931,116360,2016-04-01,Yorkshire & Humber
15291,116360,2016-04-01,South East
13098,116360,2016-04-01,London
10557,116360,2016-04-01,East Anglia
8591,116360,2016-04-01,East Midlands
12369,116360,2016-04-01,North West
9118,116360,2016-04-01,West Midlands
6037,116360,2016-04-01,Wales
10042,116360,2016-04-01,South West
9884,116360,2016-04-01,Scotland
6091,116360,2016-04-01,North
4856,116360,2016-04-01,Northern Ireland
13065,116741,2016-05-01,London
6119,116741,2016-05-01,North
9165,116741,2016-05-01,West Midlands
4883,116741,2016-05-01,Northern Ireland
10059,116741,2016-05-01,Yorkshire & Humber
10561,116741,2016-05-01,East Anglia
6114,116741,2016-05-01,Wales
8596,116741,2016-05-01,East Midlands
10082,116741,2016-05-01,South West
15294,116741,2016-05-01,South East
12409,116741,2016-05-01,North West
9897,116741,2016-05-01,Scotland
10445,114788,2016-06-01,East Anglia
9913,114788,2016-06-01,South West
4802,114788,2016-06-01,Northern Ireland
12925,114788,2016-06-01,London
9798,114788,2016-06-01,Yorkshire & Humber
9749,114788,2016-06-01,Scotland
5990,114788,2016-06-01,North
8480,114788,2016-06-01,East Midlands
12147,114788,2016-06-01,North West
6025,114788,2016-06-01,Wales
9050,114788,2016-06-01,West Midlands
14945,114788,2016-06-01,South East
15076,115033,2016-07-01,South East
6046,115033,2016-07-01,North
6111,115033,2016-07-01,Wales
12996,115033,2016-07-01,London
10499,115033,2016-07-01,East Anglia
9781,115033,2016-07-01,Scotland
8398,115033,2016-07-01,East Midlands
9119,115033,2016-07-01,West Midlands
9916,115033,2016-07-01,South West
9696,115033,2016-07-01,Yorkshire & Humber
4679,115033,2016-07-01,Northern Ireland
12197,115033,2016-07-01,North West
5991,113719,2016-08-01,North
11997,113719,2016-08-01,North West
9806,113719,2016-08-01,South West
9012,113719,2016-08-01,West Midlands
10228,113719,2016-08-01,East Anglia
9637,113719,2016-08-01,Yorkshire & Humber
8336,113719,2016-08-01,East Midlands
14862,113719,2016-08-01,South East
12769,113719,2016-08-01,London
9647,113719,2016-08-01,Scotland
6098,113719,2016-08-01,Wales
4817,113719,2016-08-01,Northern Ireland
6053,114318,2016-09-01,North
9913,114318,2016-09-01,South West
14892,114318,2016-09-01,South East
8568,114318,2016-09-01,East Midlands
9778,114318,2016-09-01,Yorkshire & Humber
4830,114318,2016-09-01,Northern Ireland
5998,114318,2016-09-01,Wales
10377,114318,2016-09-01,East Anglia
9060,114318,2016-09-01,West Midlands
9685,114318,2016-09-01,Scotland
11887,114318,2016-09-01,North West
12786,114318,2016-09-01,London
13000,114629,2016-10-01,London
6035,114629,2016-10-01,Wales
4813,114629,2016-10-01,Northern Ireland
10310,114629,2016-10-01,East Anglia
14855,114629,2016-10-01,South East
9832,114629,2016-10-01,Scotland
6052,114629,2016-10-01,North
9063,114629,2016-10-01,West Midlands
8559,114629,2016-10-01,East Midlands
9731,114629,2016-10-01,Yorkshire & Humber
9859,114629,2016-10-01,South West
12028,114629,2016-10-01,North West
8529,114503,2016-11-01,East Midlands
6073,114503,2016-11-01,Wales
10279,114503,2016-11-01,East Anglia
4785,114503,2016-11-01,Northern Ireland
11936,114503,2016-11-01,North West
12953,114503,2016-11-01,London
9013,114503,2016-11-01,West Midlands
9749,114503,2016-11-01,Scotland
9879,114503,2016-11-01,South West
6041,114503,2016-11-01,North
9708,114503,2016-11-01,Yorkshire & Humber
15031,114503,2016-11-01,South East
9036,115774,2016-12-01,West Midlands
8581,115774,2016-12-01,East Midlands
15077,115774,2016-12-01,South East
9897,115774,2016-12-01,South West
13083,115774,2016-12-01,London
10521,115774,2016-12-01,East Anglia
9907,115774,2016-12-01,Scotland
4874,115774,2016-12-01,Northern Ireland
9846,115774,2016-12-01,Yorkshire & Humber
12221,115774,2016-12-01,North West
6095,115774,2016-12-01,Wales
6109,115774,2016-12-01,North
9881,115625,2017-01-01,Scotland
4932,115625,2017-01-01,Northern Ireland
12136,115625,2017-01-01,North West
9947,115625,2017-01-01,South West
15136,115625,2017-01-01,South East
13006,115625,2017-01-01,London
6115,115625,2017-01-01,North
10448,115625,2017-01-01,East Anglia
9077,115625,2017-01-01,West Midlands
6070,115625,2017-01-01,Wales
9801,115625,2017-01-01,Yorkshire & Humber
8584,115625,2017-01-01,East Midlands
8300,114063,2017-02-01,East Midlands
14813,114063,2017-02-01,South East
9758,114063,2017-02-01,Yorkshire & Humber
12730,114063,2017-02-01,London
9773,114063,2017-02-01,South West
10370,114063,2017-02-01,East Anglia
11898,114063,2017-02-01,North West
4880,114063,2017-02-01,Northern Ireland
6072,114063,2017-02-01,North
9855,114063,2017-02-01,Scotland
9008,114063,2017-02-01,West Midlands
6058,114063,2017-02-01,Wales
12187,115516,2017-03-01,North West
8460,115516,2017-03-01,East Midlands
14916,115516,2017-03-01,South East
10429,115516,2017-03-01,East Anglia
9904,115516,2017-03-01,South West
13090,115516,2017-03-01,London
9954,115516,2017-03-01,Scotland
9053,115516,2017-03-01,West Midlands
6149,115516,2017-03-01,North
4903,115516,2017-03-01,Northern Ireland
6107,115516,2017-03-01,Wales
9816,115516,2017-03-01,Yorkshire & Humber
6168,116889,2017-04-01,Wales
8592,116889,2017-04-01,East Midlands
9919,116889,2017-04-01,South West
10581,116889,2017-04-01,East Anglia
6144,116889,2017-04-01,North
15255,116889,2017-04-01,South East
10005,116889,2017-04-01,Yorkshire & Humber
4962,116889,2017-04-01,Northern Ireland
12299,116889,2017-04-01,North West
9238,116889,2017-04-01,West Midlands
9999,116889,2017-04-01,Scotland
13224,116889,2017-04-01,London
13264,117233,2017-05-01,London
12266,117233,2017-05-01,North West
10081,117233,2017-05-01,Yorkshire & Humber
9192,117233,2017-05-01,West Midlands
15345,117233,2017-05-01,South East
4964,117233,2017-05-01,Northern Ireland
9976,117233,2017-05-01,South West
8764,117233,2017-05-01,East Midlands
6146,117233,2017-05-01,North
10587,117233,2017-05-01,East Anglia
6205,117233,2017-05-01,Wales
9940,117233,2017-05-01,Scotland
13140,117390,2017-06-01,London
10053,117390,2017-06-01,Yorkshire & Humber
9939,117390,2017-06-01,Scotland
10658,117390,2017-06-01,East Anglia
9258,117390,2017-06-01,West Midlands
10093,117390,2017-06-01,South West
6124,117390,2017-06-01,North
15330,117390,2017-06-01,South East
12302,117390,2017-06-01,North West
8754,117390,2017-06-01,East Midlands
4983,117390,2017-06-01,Northern Ireland
6219,117390,2017-06-01,Wales
15316,117692,2017-07-01,South East
9257,117692,2017-07-01,West Midlands
10051,117692,2017-07-01,Yorkshire & Humber
6240,117692,2017-07-01,North
10108,117692,2017-07-01,South West
6194,117692,2017-07-01,Wales
4982,117692,2017-07-01,Northern Ireland
13165,117692,2017-07-01,London
10586,117692,2017-07-01,East Anglia
10119,117692,2017-07-01,Scotland
12465,117692,2017-07-01,North West
8672,117692,2017-07-01,East Midlands
8549,117018,2017-08-01,East Midlands
10565,117018,2017-08-01,East Anglia
12397,117018,2017-08-01,North West
9251,117018,2017-08-01,West Midlands
10053,117018,2017-08-01,South West
10013,117018,2017-08-01,Yorkshire & Humber
6202,117018,2017-08-01,North
13130,117018,2017-08-01,London
4942,117018,2017-08-01,Northern Ireland
15174,117018,2017-08-01,South East
10059,117018,2017-08-01,Scotland
6146,117018,2017-08-01,Wales
13173,117013,2017-09-01,London
9205,117013,2017-09-01,West Midlands
6229,117013,2017-09-01,Wales
15216,117013,2017-09-01,South East
10055,117013,2017-09-01,Scotland
12352,117013,2017-09-01,North West
6201,117013,2017-09-01,North
8598,117013,2017-09-01,East Midlands
4924,117013,2017-09-01,Northern Ireland
10007,117013,2017-09-01,South West
10544,117013,2017-09-01,East Anglia
9995,117013,2017-09-01,Yorkshire & Humber
8654,116488,2017-10-01,East Midlands
9978,116488,2017-10-01,South West
15060,116488,2017-10-01,South East
4934,116488,2017-10-01,Northern Ireland
13193,116488,2017-10-01,London
6192,116488,2017-10-01,Wales
9922,116488,2017-10-01,Yorkshire & Humber
9981,116488,2017-10-01,Scotland
12292,116488,2017-10-01,North West
9098,116488,2017-10-01,West Midlands
6197,116488,2017-10-01,North
10472,116488,2017-10-01,East Anglia
10012,116285,2017-11-01,South West
8675,116285,2017-11-01,East Midlands
13171,116285,2017-11-01,London
6115,116285,2017-11-01,Wales
9838,116285,2017-11-01,Yorkshire & Humber
4924,116285,2017-11-01,Northern Ireland
9978,116285,2017-11-01,Scotland
15014,116285,2017-11-01,South East
10552,116285,2017-11-01,East Anglia
9068,116285,2017-11-01,West Midlands
6149,116285,2017-11-01,North
12243,116285,2017-11-01,North West
10077,117146,2017-12-01,Scotland
10619,117146,2017-12-01,East Anglia
9122,117146,2017-12-01,West Midlands
6147,117146,2017-12-01,Wales
15212,117146,2017-12-01,South East
12223,117146,2017-12-01,North West
9981,117146,2017-12-01,Yorkshire & Humber
13248,117146,2017-12-01,London
10096,117146,2017-12-01,South West
4986,117146,2017-12-01,Northern Ireland
8684,117146,2017-12-01,East Midlands
6204,117146,2017-12-01,North
13190,116458,2018-01-01,London
15067,116458,2018-01-01,South East
9999,116458,2018-01-01,South West
9881,116458,2018-01-01,Yorkshire & Humber
9125,116458,2018-01-01,West Midlands
8634,116458,2018-01-01,East Midlands
9983,116458,2018-01-01,Scotland
6163,116458,2018-01-01,Wales
4986,116458,2018-01-01,Northern Ireland
6126,116458,2018-01-01,North
10600,116458,2018-01-01,East Anglia
12196,116458,2018-01-01,North West
11198,122581,2018-02-01,East Anglia
9151,122581,2018-02-01,East Midlands
15891,122581,2018-02-01,South East
13706,122581,2018-02-01,London
9706,122581,2018-02-01,West Midlands
10429,122581,2018-02-01,Yorkshire & Humber
5291,122581,2018-02-01,Northern Ireland
6465,122581,2018-02-01,North
6492,122581,2018-02-01,Wales
10503,122581,2018-02-01,Scotland
12755,122581,2018-02-01,North West
10428,122581,2018-02-01,South West
6599,125211,2018-03-01,Wales
14140,125211,2018-03-01,London
5329,125211,2018-03-01,Northern Ireland
16431,125211,2018-03-01,South East
10608,125211,2018-03-01,Scotland
6608,125211,2018-03-01,North
13020,125211,2018-03-01,North West
9930,125211,2018-03-01,West Midlands
11418,125211,2018-03-01,East Anglia
9354,125211,2018-03-01,East Midlands
10522,125211,2018-03-01,South West
10686,125211,2018-03-01,Yorkshire & Humber
9443,126219,2018-04-01,East Midlands
13101,126219,2018-04-01,North West
16500,126219,2018-04-01,South East
14328,126219,2018-04-01,London
10603,126219,2018-04-01,South West
5313,126219,2018-04-01,Northern Ireland
10866,126219,2018-04-01,Scotland
6728,126219,2018-04-01,Wales
11566,126219,2018-04-01,East Anglia
10710,126219,2018-04-01,Yorkshire & Humber
6572,126219,2018-04-01,North
9955,126219,2018-04-01,West Midlands
16525,126941,2018-05-01,South East
11534,126941,2018-05-01,East Anglia
14256,126941,2018-05-01,London
10759,126941,2018-05-01,South West
6755,126941,2018-05-01,Wales
10045,126941,2018-05-01,West Midlands
10972,126941,2018-05-01,Scotland
5353,126941,2018-05-01,Northern Ireland
10704,126941,2018-05-01,Yorkshire & Humber
9468,126941,2018-05-01,East Midlands
13383,126941,2018-05-01,North West
6653,126941,2018-05-01,North
6655,126695,2018-06-01,North
14293,126695,2018-06-01,London
5316,126695,2018-06-01,Northern Ireland
10870,126695,2018-06-01,South West
11526,126695,2018-06-01,East Anglia
9433,126695,2018-06-01,East Midlands
10953,126695,2018-06-01,Scotland
6700,126695,2018-06-01,Wales
10619,126695,2018-06-01,Yorkshire & Humber
13349,126695,2018-06-01,North West
9936,126695,2018-06-01,West Midlands
16489,126695,2018-06-01,South East
6561,124520,2018-07-01,Wales
10494,124520,2018-07-01,Yorkshire & Humber
16294,124520,2018-07-01,South East
14167,124520,2018-07-01,London
9227,124520,2018-07-01,East Midlands
10652,124520,2018-07-01,South West
13127,124520,2018-07-01,North West
10700,124520,2018-07-01,Scotland
6537,124520,2018-07-01,North
5136,124520,2018-07-01,Northern Ireland
9783,124520,2018-07-01,West Midlands
11286,124520,2018-07-01,East Anglia
6525,124079,2018-08-01,Wales
10555,124079,2018-08-01,South West
9892,124079,2018-08-01,West Midlands
6535,124079,2018-08-01,North
11282,124079,2018-08-01,East Anglia
14082,124079,2018-08-01,London
16153,124079,2018-08-01,South East
10564,124079,2018-08-01,Yorkshire & Humber
9190,124079,2018-08-01,East Midlands
10589,124079,2018-08-01,Scotland
5116,124079,2018-08-01,Northern Ireland
13126,124079,2018-08-01,North West
10699,124265,2018-09-01,Scotland
10550,124265,2018-09-01,South West
16256,124265,2018-09-01,South East
6514,124265,2018-09-01,Wales
10535,124265,2018-09-01,Yorkshire & Humber
13089,124265,2018-09-01,North West
14116,124265,2018-09-01,London
11323,124265,2018-09-01,East Anglia
9189,124265,2018-09-01,East Midlands
9854,124265,2018-09-01,West Midlands
6483,124265,2018-09-01,North
5116,124265,2018-09-01,Northern Ireland
10504,124191,2018-10-01,South West
14144,124191,2018-10-01,London
16300,124191,2018-10-01,South East
13286,124191,2018-10-01,North West
10640,124191,2018-10-01,Scotland
6459,124191,2018-10-01,North
11125,124191,2018-10-01,East Anglia
9878,124191,2018-10-01,West Midlands
9185,124191,2018-10-01,East Midlands
5139,124191,2018-10-01,Northern Ireland
10513,124191,2018-10-01,Yorkshire & Humber
6482,124191,2018-10-01,Wales
6467,123289,2018-11-01,Wales
9118,123289,2018-11-01,East Midlands
10552,123289,2018-11-01,Scotland
5104,123289,2018-11-01,Northern Ireland
12852,123289,2018-11-01,North West
11131,123289,2018-11-01,East Anglia
9784,123289,2018-11-01,West Midlands
6430,123289,2018-11-01,North
10494,123289,2018-11-01,Yorkshire & Humber
16190,123289,2018-11-01,South East
10485,123289,2018-11-01,South West
14121,123289,2018-11-01,London
11330,125381,2018-12-01,East Anglia
10767,125381,2018-12-01,Scotland
16595,125381,2018-12-01,South East
13037,125381,2018-12-01,North West
9922,125381,2018-12-01,West Midlands
6511,125381,2018-12-01,North
5198,125381,2018-12-01,Northern Ireland
10601,125381,2018-12-01,Yorkshire & Humber
10707,125381,2018-12-01,South West
9295,125381,2018-12-01,East Midlands
6514,125381,2018-12-01,Wales
14340,125381,2018-12-01,London
5221,125531,2019-01-01,Northern Ireland
6532,125531,2019-01-01,North
10025,125531,2019-01-01,West Midlands
14213,125531,2019-01-01,London
16567,125531,2019-01-01,South East
10720,125531,2019-01-01,South West
9345,125531,2019-01-01,East Midlands
10682,125531,2019-01-01,Scotland
13103,125531,2019-01-01,North West
6604,125531,2019-01-01,Wales
10696,125531,2019-01-01,Yorkshire & Humber
11278,125531,2019-01-01,East Anglia
6616,124018,2019-02-01,Wales
10609,124018,2019-02-01,Scotland
10508,124018,2019-02-01,Yorkshire & Humber
9237,124018,2019-02-01,East Midlands
11092,124018,2019-02-01,East Anglia
13976,124018,2019-02-01,London
5164,124018,2019-02-01,Northern Ireland
16142,124018,2019-02-01,South East
9791,124018,2019-02-01,West Midlands
10629,124018,2019-02-01,South West
13148,124018,2019-02-01,North West
6519,124018,2019-02-01,North
14613,127885,2019-03-01,London
13390,127885,2019-03-01,North West
16638,127885,2019-03-01,South East
10044,127885,2019-03-01,West Midlands
6758,127885,2019-03-01,North
9511,127885,2019-03-01,East Midlands
10856,127885,2019-03-01,Yorkshire & Humber
5332,127885,2019-03-01,Northern Ireland
11009,127885,2019-03-01,Scotland
6804,127885,2019-03-01,Wales
10960,127885,2019-03-01,South West
11385,127885,2019-03-01,East Anglia
11121,128853,2019-04-01,Scotland
5302,128853,2019-04-01,Northern Ireland
11056,128853,2019-04-01,South West
16683,128853,2019-04-01,South East
9497,128853,2019-04-01,East Midlands
14754,128853,2019-04-01,London
6739,128853,2019-04-01,North
11576,128853,2019-04-01,East Anglia
6777,128853,2019-04-01,Wales
10947,128853,2019-04-01,Yorkshire & Humber
13673,128853,2019-04-01,North West
10172,128853,2019-04-01,West Midlands
16752,128682,2019-05-01,South East
6802,128682,2019-05-01,Wales
11587,128682,2019-05-01,East Anglia
11214,128682,2019-05-01,Scotland
9375,128682,2019-05-01,East Midlands
5310,128682,2019-05-01,Northern Ireland
14708,128682,2019-05-01,London
6747,128682,2019-05-01,North
11042,128682,2019-05-01,South West
10947,128682,2019-05-01,Yorkshire & Humber
13526,128682,2019-05-01,North West
10112,128682,2019-05-01,West Midlands
11578,129075,2019-06-01,East Anglia
10959,129075,2019-06-01,Yorkshire & Humber
11150,129075,2019-06-01,Scotland
16780,129075,2019-06-01,South East
5339,129075,2019-06-01,Northern Ireland
11027,129075,2019-06-01,South West
9428,129075,2019-06-01,East Midlands
6829,129075,2019-06-01,Wales
14773,129075,2019-06-01,London
10173,129075,2019-06-01,West Midlands
6756,129075,2019-06-01,North
13705,129075,2019-06-01,North West
10978,128486,2019-07-01,Yorkshire & Humber
11318,128486,2019-07-01,East Anglia
14642,128486,2019-07-01,London
10177,128486,2019-07-01,West Midlands
11143,128486,2019-07-01,Scotland
6801,128486,2019-07-01,Wales
6756,128486,2019-07-01,North
10966,128486,2019-07-01,South West
16701,128486,2019-07-01,South East
9358,128486,2019-07-01,East Midlands
13767,128486,2019-07-01,North West
5301,128486,2019-07-01,Northern Ireland
11246,127479,2019-08-01,East Anglia
6737,127479,2019-08-01,Wales
9412,127479,2019-08-01,East Midlands
5276,127479,2019-08-01,Northern Ireland
14444,127479,2019-08-01,London
13628,127479,2019-08-01,North West
10812,127479,2019-08-01,Yorkshire & Humber
10913,127479,2019-08-01,South West
6670,127479,2019-08-01,North
11015,127479,2019-08-01,Scotland
16637,127479,2019-08-01,South East
10111,127479,2019-08-01,West Midlands
11096,127702,2019-09-01,Scotland
10940,127702,2019-09-01,South West
5294,127702,2019-09-01,Northern Ireland
10805,127702,2019-09-01,Yorkshire & Humber
11378,127702,2019-09-01,East Anglia
10096,127702,2019-09-01,West Midlands
9465,127702,2019-09-01,East Midlands
6680,127702,2019-09-01,North
16549,127702,2019-09-01,South East
14461,127702,2019-09-01,London
13609,127702,2019-09-01,North West
6758,127702,2019-09-01,Wales
10850,127514,2019-10-01,South West
14414,127514,2019-10-01,London
6693,127514,2019-10-01,North
10103,127514,2019-10-01,West Midlands
13643,127514,2019-10-01,North West
5275,127514,2019-10-01,Northern Ireland
9488,127514,2019-10-01,East Midlands
16632,127514,2019-10-01,South East
10662,127514,2019-10-01,Yorkshire & Humber
11378,127514,2019-10-01,East Anglia
11089,127514,2019-10-01,Scotland
6714,127514,2019-10-01,Wales
14418,127910,2019-11-01,London
5364,127910,2019-11-01,Northern Ireland
10190,127910,2019-11-01,West Midlands
9509,127910,2019-11-01,East Midlands
10947,127910,2019-11-01,South West
16610,127910,2019-11-01,South East
6672,127910,2019-11-01,North
13630,127910,2019-11-01,North West
11437,127910,2019-11-01,East Anglia
6669,127910,2019-11-01,Wales
10804,127910,2019-11-01,Yorkshire & Humber
11073,127910,2019-11-01,Scotland
9468,127767,2019-12-01,East Midlands
11155,127767,2019-12-01,Scotland
6680,127767,2019-12-01,North
14547,127767,2019-12-01,London
13582,127767,2019-12-01,North West
10795,127767,2019-12-01,Yorkshire & Humber
16502,127767,2019-12-01,South East
10178,127767,2019-12-01,West Midlands
10856,127767,2019-12-01,South West
6674,127767,2019-12-01,Wales
11433,127767,2019-12-01,East Anglia
5310,127767,2019-12-01,Northern Ireland
11356,127661,2020-01-01,East Anglia
6726,127661,2020-01-01,Wales
11106,127661,2020-01-01,Scotland
16572,127661,2020-01-01,South East
10916,127661,2020-01-01,South West
13530,127661,2020-01-01,North West
14455,127661,2020-01-01,London
10160,127661,2020-01-01,West Midlands
5321,127661,2020-01-01,Northern Ireland
6742,127661,2020-01-01,North
