prices,obs,date,region
3548,51065,1988-02-01,Wales
4237,51065,1988-02-01,South West
2189,51065,1988-02-01,Northern Ireland
4681,51065,1988-02-01,Scotland
4368,51065,1988-02-01,Yorkshire & Humber
4307,51065,1988-02-01,East Midlands
5635,51065,1988-02-01,South East
3939,51065,1988-02-01,North
4816,51065,1988-02-01,West Midlands
6058,51065,1988-02-01,North West
3194,51065,1988-02-01,East Anglia
2680,51065,1988-02-01,London
3139,49987,1988-03-01,East Anglia
4111,49987,1988-03-01,North
5492,49987,1988-03-01,North West
5909,49987,1988-03-01,South East
4811,49987,1988-03-01,West Midlands
2217,49987,1988-03-01,Northern Ireland
3551,49987,1988-03-01,Wales
3859,49987,1988-03-01,East Midlands
4353,49987,1988-03-01,Yorkshire & Humber
4018,49987,1988-03-01,South West
4728,49987,1988-03-01,Scotland
2425,49987,1988-03-01,London
4333,51716,1988-04-01,Yorkshire & Humber
4314,51716,1988-04-01,South West
5833,51716,1988-04-01,South East
4780,51716,1988-04-01,West Midlands
3113,51716,1988-04-01,East Anglia
3159,51716,1988-04-01,London
4042,51716,1988-04-01,East Midlands
3477,51716,1988-04-01,Wales
5966,51716,1988-04-01,North West
2278,51716,1988-04-01,Northern Ireland
4219,51716,1988-04-01,North
4686,51716,1988-04-01,Scotland
3035,51209,1988-05-01,East Anglia
5862,51209,1988-05-01,South East
2971,51209,1988-05-01,London
4729,51209,1988-05-01,West Midlands
4377,51209,1988-05-01,Yorkshire & Humber
4350,51209,1988-05-01,South West
6003,51209,1988-05-01,North West
1976,51209,1988-05-01,Northern Ireland
3510,51209,1988-05-01,Wales
4020,51209,1988-05-01,East Midlands
4870,51209,1988-05-01,Scotland
4192,51209,1988-05-01,North
5988,51126,1988-06-01,South East
5687,51126,1988-06-01,North West
3539,51126,1988-06-01,Wales
4501,51126,1988-06-01,Yorkshire & Humber
3073,51126,1988-06-01,East Anglia
3148,51126,1988-06-01,London
3906,51126,1988-06-01,North
4914,51126,1988-06-01,Scotland
4341,51126,1988-06-01,South West
3734,51126,1988-06-01,East Midlands
4555,51126,1988-06-01,West Midlands
2346,51126,1988-06-01,Northern Ireland
3513,50053,1988-07-01,Wales
3501,50053,1988-07-01,London
5069,50053,1988-07-01,South East
3791,50053,1988-07-01,North
2974,50053,1988-07-01,East Anglia
2369,50053,1988-07-01,Northern Ireland
3876,50053,1988-07-01,East Midlands
5783,50053,1988-07-01,North West
4186,50053,1988-07-01,South West
4850,50053,1988-07-01,Scotland
4539,50053,1988-07-01,West Midlands
4375,50053,1988-07-01,Yorkshire & Humber
3172,47264,1988-09-01,London
5678,47264,1988-09-01,South East
5055,47264,1988-09-01,North West
2710,47264,1988-09-01,East Anglia
3155,47264,1988-09-01,Wales
2338,47264,1988-09-01,Northern Ireland
4171,47264,1988-09-01,South West
3972,47264,1988-09-01,Yorkshire & Humber
3484,47264,1988-09-01,East Midlands
4515,47264,1988-09-01,West Midlands
5008,47264,1988-09-01,Scotland
2978,47264,1988-09-01,North
4512,50282,1988-10-01,West Midlands
2332,50282,1988-10-01,Northern Ireland
3470,50282,1988-10-01,Wales
4356,50282,1988-10-01,Yorkshire & Humber
4243,50282,1988-10-01,South West
4972,50282,1988-10-01,Scotland
3147,50282,1988-10-01,East Anglia
5525,50282,1988-10-01,North West
4068,50282,1988-10-01,East Midlands
4091,50282,1988-10-01,North
5372,50282,1988-10-01,South East
2900,50282,1988-10-01,London
4343,49281,1988-11-01,West Midlands
4188,49281,1988-11-01,South West
3125,49281,1988-11-01,East Anglia
4923,49281,1988-11-01,South East
4103,49281,1988-11-01,North
3897,49281,1988-11-01,London
2253,49281,1988-11-01,Northern Ireland
4260,49281,1988-11-01,Yorkshire & Humber
3452,49281,1988-11-01,East Midlands
3161,49281,1988-11-01,Wales
5620,49281,1988-11-01,North West
4831,49281,1988-11-01,Scotland
5025,51813,1988-12-01,Scotland
2316,51813,1988-12-01,Northern Ireland
3368,51813,1988-12-01,London
5874,51813,1988-12-01,South East
4308,51813,1988-12-01,North
3581,51813,1988-12-01,East Midlands
5958,51813,1988-12-01,North West
4437,51813,1988-12-01,South West
4507,51813,1988-12-01,West Midlands
3502,51813,1988-12-01,Wales
3247,51813,1988-12-01,East Anglia
4423,51813,1988-12-01,Yorkshire & Humber
2059,48551,1989-01-01,Northern Ireland
5395,48551,1989-01-01,South East
4083,48551,1989-01-01,South West
3039,48551,1989-01-01,East Anglia
4694,48551,1989-01-01,Scotland
5573,48551,1989-01-01,North West
4058,48551,1989-01-01,Yorkshire & Humber
4022,48551,1989-01-01,North
3232,48551,1989-01-01,Wales
4128,48551,1989-01-01,West Midlands
3246,48551,1989-01-01,London
3720,48551,1989-01-01,East Midlands
3730,57413,1989-03-01,London
5671,57413,1989-03-01,South West
4930,57413,1989-03-01,West Midlands
5972,57413,1989-03-01,North West
3532,57413,1989-03-01,East Anglia
6846,57413,1989-03-01,South East
3794,57413,1989-03-01,Wales
5367,57413,1989-03-01,Scotland
4500,57413,1989-03-01,East Midlands
4517,57413,1989-03-01,North
2531,57413,1989-03-01,Northern Ireland
4814,57413,1989-03-01,Yorkshire & Humber
1259,20572,1989-04-01,East Anglia
855,20572,1989-04-01,Northern Ireland
1566,20572,1989-04-01,East Midlands
1858,20572,1989-04-01,West Midlands
1495,20572,1989-04-01,London
1540,20572,1989-04-01,North
2477,20572,1989-04-01,South East
1351,20572,1989-04-01,Wales
1846,20572,1989-04-01,Scotland
2422,20572,1989-04-01,North West
1755,20572,1989-04-01,Yorkshire & Humber
2148,20572,1989-04-01,South West
7177,57869,1989-05-01,South East
5375,57869,1989-05-01,Scotland
3129,57869,1989-05-01,London
4548,57869,1989-05-01,East Midlands
3712,57869,1989-05-01,Wales
6464,57869,1989-05-01,North West
3522,57869,1989-05-01,East Anglia
4761,57869,1989-05-01,Yorkshire & Humber
5658,57869,1989-05-01,South West
5096,57869,1989-05-01,West Midlands
2677,57869,1989-05-01,Northern Ireland
4490,57869,1989-05-01,North
3130,58028,1989-06-01,London
6514,58028,1989-06-01,North West
5643,58028,1989-06-01,South West
4588,58028,1989-06-01,East Midlands
3724,58028,1989-06-01,Wales
4573,58028,1989-06-01,North
2716,58028,1989-06-01,Northern Ireland
4681,58028,1989-06-01,West Midlands
3548,58028,1989-06-01,East Anglia
4989,58028,1989-06-01,Yorkshire & Humber
5450,58028,1989-06-01,Scotland
7242,58028,1989-06-01,South East
5310,56793,1989-07-01,Scotland
4502,56793,1989-07-01,East Midlands
4504,56793,1989-07-01,North
3098,56793,1989-07-01,London
7043,56793,1989-07-01,South East
6401,56793,1989-07-01,North West
3659,56793,1989-07-01,Wales
3391,56793,1989-07-01,East Anglia
5549,56793,1989-07-01,South West
4600,56793,1989-07-01,Yorkshire & Humber
4991,56793,1989-07-01,West Midlands
2597,56793,1989-07-01,Northern Ireland
4577,55705,1989-08-01,East Midlands
4631,55705,1989-08-01,Yorkshire & Humber
6496,55705,1989-08-01,South East
6541,55705,1989-08-01,North West
3546,55705,1989-08-01,London
4912,55705,1989-08-01,Scotland
5535,55705,1989-08-01,South West
4618,55705,1989-08-01,North
3446,55705,1989-08-01,East Anglia
2161,55705,1989-08-01,Northern Ireland
3656,55705,1989-08-01,Wales
4492,55705,1989-08-01,West Midlands
6583,56655,1989-09-01,South East
6596,56655,1989-09-01,North West
3502,56655,1989-09-01,East Anglia
4132,56655,1989-09-01,West Midlands
3686,56655,1989-09-01,Wales
4877,56655,1989-09-01,Yorkshire & Humber
2683,56655,1989-09-01,Northern Ireland
3677,56655,1989-09-01,London
4562,56655,1989-09-01,East Midlands
5570,56655,1989-09-01,South West
5148,56655,1989-09-01,Scotland
4683,56655,1989-09-01,North
4999,55533,1989-10-01,South West
4217,55533,1989-10-01,East Midlands
4714,55533,1989-10-01,North
3723,55533,1989-10-01,Wales
3360,55533,1989-10-01,East Anglia
3631,55533,1989-10-01,West Midlands
5353,55533,1989-10-01,Scotland
4917,55533,1989-10-01,Yorkshire & Humber
2590,55533,1989-10-01,Northern Ireland
6708,55533,1989-10-01,South East
7018,55533,1989-10-01,North West
3470,55533,1989-10-01,London
4923,57758,1989-11-01,Yorkshire & Humber
6995,57758,1989-11-01,North West
4095,57758,1989-11-01,London
3703,57758,1989-11-01,Wales
6507,57758,1989-11-01,South East
5054,57758,1989-11-01,Scotland
2649,57758,1989-11-01,Northern Ireland
4575,57758,1989-11-01,North
4667,57758,1989-11-01,East Midlands
5642,57758,1989-11-01,South West
3426,57758,1989-11-01,East Anglia
4509,57758,1989-11-01,West Midlands
3553,54852,1989-12-01,West Midlands
4496,54852,1989-12-01,Yorkshire & Humber
3393,54852,1989-12-01,East Anglia
2649,54852,1989-12-01,Northern Ireland
5557,54852,1989-12-01,South West
4078,54852,1989-12-01,North
6683,54852,1989-12-01,South East
4925,54852,1989-12-01,Scotland
6810,54852,1989-12-01,North West
4651,54852,1989-12-01,East Midlands
3542,54852,1989-12-01,London
3704,54852,1989-12-01,Wales
3581,54121,1990-01-01,Wales
5503,54121,1990-01-01,South East
4468,54121,1990-01-01,East Midlands
3711,54121,1990-01-01,London
4222,54121,1990-01-01,West Midlands
4860,54121,1990-01-01,Scotland
4623,54121,1990-01-01,Yorkshire & Humber
2468,54121,1990-01-01,Northern Ireland
5289,54121,1990-01-01,South West
6599,54121,1990-01-01,North West
4371,54121,1990-01-01,North
3446,54121,1990-01-01,East Anglia
5795,60253,1990-02-01,South West
3776,60253,1990-02-01,East Anglia
7420,60253,1990-02-01,North West
2778,60253,1990-02-01,Northern Ireland
4016,60253,1990-02-01,London
6154,60253,1990-02-01,South East
5063,60253,1990-02-01,North
3925,60253,1990-02-01,Wales
5240,60253,1990-02-01,Scotland
5337,60253,1990-02-01,Yorkshire & Humber
4646,60253,1990-02-01,West Midlands
5067,60253,1990-02-01,East Midlands
6898,60923,1990-03-01,North West
5014,60923,1990-03-01,North
2832,60923,1990-03-01,Northern Ireland
5346,60923,1990-03-01,Yorkshire & Humber
5144,60923,1990-03-01,West Midlands
5461,60923,1990-03-01,Scotland
4981,60923,1990-03-01,East Midlands
4595,60923,1990-03-01,London
3726,60923,1990-03-01,East Anglia
3735,60923,1990-03-01,Wales
6317,60923,1990-03-01,South East
5809,60923,1990-03-01,South West
4563,60819,1990-04-01,North
3586,60819,1990-04-01,East Anglia
2804,60819,1990-04-01,Northern Ireland
5556,60819,1990-04-01,South West
3553,60819,1990-04-01,Wales
4992,60819,1990-04-01,West Midlands
7264,60819,1990-04-01,North West
4791,60819,1990-04-01,London
6975,60819,1990-04-01,South East
5161,60819,1990-04-01,Yorkshire & Humber
4938,60819,1990-04-01,East Midlands
5520,60819,1990-04-01,Scotland
4451,61136,1990-05-01,London
5520,61136,1990-05-01,South West
3569,61136,1990-05-01,Wales
5477,61136,1990-05-01,West Midlands
4936,61136,1990-05-01,North
4795,61136,1990-05-01,East Midlands
7479,61136,1990-05-01,North West
5193,61136,1990-05-01,Scotland
3713,61136,1990-05-01,East Anglia
2802,61136,1990-05-01,Northern Ireland
6734,61136,1990-05-01,South East
5314,61136,1990-05-01,Yorkshire & Humber
2832,62259,1990-06-01,Northern Ireland
7602,62259,1990-06-01,North West
3679,62259,1990-06-01,East Anglia
3622,62259,1990-06-01,Wales
4854,62259,1990-06-01,London
4977,62259,1990-06-01,North
5746,62259,1990-06-01,South West
4831,62259,1990-06-01,East Midlands
5553,62259,1990-06-01,West Midlands
5102,62259,1990-06-01,Yorkshire & Humber
6817,62259,1990-06-01,South East
5656,62259,1990-06-01,Scotland
5500,59060,1990-07-01,West Midlands
7111,59060,1990-07-01,South East
4117,59060,1990-07-01,London
4932,59060,1990-07-01,Scotland
4307,59060,1990-07-01,East Midlands
7426,59060,1990-07-01,North West
4788,59060,1990-07-01,North
2699,59060,1990-07-01,Northern Ireland
3442,59060,1990-07-01,Wales
3791,59060,1990-07-01,East Anglia
4536,59060,1990-07-01,South West
5287,59060,1990-07-01,Yorkshire & Humber
5303,60067,1990-08-01,South West
4616,60067,1990-08-01,East Midlands
3863,60067,1990-08-01,East Anglia
5563,60067,1990-08-01,West Midlands
6936,60067,1990-08-01,South East
5276,60067,1990-08-01,Yorkshire & Humber
3659,60067,1990-08-01,Wales
5327,60067,1990-08-01,Scotland
3656,60067,1990-08-01,London
2787,60067,1990-08-01,Northern Ireland
4845,60067,1990-08-01,North
7348,60067,1990-08-01,North West
2904,61285,1990-09-01,Northern Ireland
3843,61285,1990-09-01,London
4537,61285,1990-09-01,East Midlands
4016,61285,1990-09-01,East Anglia
5359,61285,1990-09-01,Yorkshire & Humber
7481,61285,1990-09-01,North West
5437,61285,1990-09-01,West Midlands
7066,61285,1990-09-01,South East
3943,61285,1990-09-01,Wales
5521,61285,1990-09-01,South West
4977,61285,1990-09-01,North
5300,61285,1990-09-01,Scotland
4050,62163,1990-10-01,East Anglia
5733,62163,1990-10-01,West Midlands
5587,62163,1990-10-01,South West
2895,62163,1990-10-01,Northern Ireland
3731,62163,1990-10-01,London
5555,62163,1990-10-01,Yorkshire & Humber
4176,62163,1990-10-01,East Midlands
4053,62163,1990-10-01,Wales
7017,62163,1990-10-01,South East
7495,62163,1990-10-01,North West
4987,62163,1990-10-01,North
6037,62163,1990-10-01,Scotland
4208,65091,1990-11-01,Wales
4358,65091,1990-11-01,London
6014,65091,1990-11-01,Scotland
5754,65091,1990-11-01,Yorkshire & Humber
7258,65091,1990-11-01,South East
2953,65091,1990-11-01,Northern Ireland
5117,65091,1990-11-01,North
8128,65091,1990-11-01,North West
5433,65091,1990-11-01,South West
4783,65091,1990-11-01,East Midlands
4121,65091,1990-11-01,East Anglia
5928,65091,1990-11-01,West Midlands
5884,63911,1990-12-01,West Midlands
3835,63911,1990-12-01,London
5669,63911,1990-12-01,South West
8170,63911,1990-12-01,North West
5111,63911,1990-12-01,North
6969,63911,1990-12-01,South East
4210,63911,1990-12-01,East Anglia
4374,63911,1990-12-01,East Midlands
6413,63911,1990-12-01,Scotland
2987,63911,1990-12-01,Northern Ireland
3680,63911,1990-12-01,Wales
5686,63911,1990-12-01,Yorkshire & Humber
5210,57581,1991-01-01,Yorkshire & Humber
3518,57581,1991-01-01,Wales
3761,57581,1991-01-01,East Anglia
4813,57581,1991-01-01,South West
5777,57581,1991-01-01,South East
3251,57581,1991-01-01,London
5702,57581,1991-01-01,West Midlands
2753,57581,1991-01-01,Northern Ireland
7279,57581,1991-01-01,North West
5795,57581,1991-01-01,Scotland
4208,57581,1991-01-01,East Midlands
4620,57581,1991-01-01,North
4068,68575,1991-02-01,East Anglia
4520,68575,1991-02-01,Wales
4591,68575,1991-02-01,East Midlands
5053,68575,1991-02-01,London
6917,68575,1991-02-01,South East
2913,68575,1991-02-01,Northern Ireland
6482,68575,1991-02-01,West Midlands
6597,68575,1991-02-01,Scotland
5650,68575,1991-02-01,Yorkshire & Humber
9090,68575,1991-02-01,North West
5364,68575,1991-02-01,North
6542,68575,1991-02-01,South West
5211,71151,1991-03-01,London
7067,71151,1991-03-01,West Midlands
7316,71151,1991-03-01,South East
6516,71151,1991-03-01,South West
4665,71151,1991-03-01,East Anglia
6751,71151,1991-03-01,Scotland
5873,71151,1991-03-01,Yorkshire & Humber
4618,71151,1991-03-01,East Midlands
5130,71151,1991-03-01,North
9228,71151,1991-03-01,North West
4930,71151,1991-03-01,Wales
2967,71151,1991-03-01,Northern Ireland
4477,72853,1991-04-01,East Anglia
4671,72853,1991-04-01,East Midlands
6970,72853,1991-04-01,Scotland
9449,72853,1991-04-01,North West
2879,72853,1991-04-01,Northern Ireland
5955,72853,1991-04-01,Yorkshire & Humber
5284,72853,1991-04-01,North
6190,72853,1991-04-01,South West
7317,72853,1991-04-01,West Midlands
7688,72853,1991-04-01,South East
5899,72853,1991-04-01,London
5203,72853,1991-04-01,Wales
4965,74482,1991-05-01,East Midlands
2941,74482,1991-05-01,Northern Ireland
7490,74482,1991-05-01,Scotland
7060,74482,1991-05-01,South East
5905,74482,1991-05-01,Yorkshire & Humber
5980,74482,1991-05-01,North
5383,74482,1991-05-01,Wales
10066,74482,1991-05-01,North West
6016,74482,1991-05-01,South West
4809,74482,1991-05-01,East Anglia
6011,74482,1991-05-01,London
6966,74482,1991-05-01,West Midlands
4919,77477,1991-06-01,East Midlands
5409,77477,1991-06-01,Wales
7287,77477,1991-06-01,West Midlands
5963,77477,1991-06-01,Yorkshire & Humber
6791,77477,1991-06-01,London
7918,77477,1991-06-01,Scotland
10390,77477,1991-06-01,North West
5213,77477,1991-06-01,East Anglia
6258,77477,1991-06-01,North
2989,77477,1991-06-01,Northern Ireland
7439,77477,1991-06-01,South East
6210,77477,1991-06-01,South West
5838,78589,1991-07-01,North
7748,78589,1991-07-01,South East
2890,78589,1991-07-01,Northern Ireland
8102,78589,1991-07-01,West Midlands
6836,78589,1991-07-01,London
5447,78589,1991-07-01,East Midlands
5289,78589,1991-07-01,Wales
5232,78589,1991-07-01,East Anglia
6553,78589,1991-07-01,South West
7771,78589,1991-07-01,Scotland
10431,78589,1991-07-01,North West
5680,78589,1991-07-01,Yorkshire & Humber
5288,77622,1991-08-01,Wales
10396,77622,1991-08-01,North West
8026,77622,1991-08-01,West Midlands
5609,77622,1991-08-01,Yorkshire & Humber
5396,77622,1991-08-01,East Midlands
6289,77622,1991-08-01,London
6562,77622,1991-08-01,South West
5886,77622,1991-08-01,North
2921,77622,1991-08-01,Northern Ireland
5195,77622,1991-08-01,East Anglia
7782,77622,1991-08-01,Scotland
7611,77622,1991-08-01,South East
5588,84335,1991-09-01,Yorkshire & Humber
5239,84335,1991-09-01,East Anglia
5608,84335,1991-09-01,Wales
9220,84335,1991-09-01,South East
11294,84335,1991-09-01,North West
8576,84335,1991-09-01,West Midlands
8512,84335,1991-09-01,Scotland
2862,84335,1991-09-01,Northern Ireland
7984,84335,1991-09-01,London
6524,84335,1991-09-01,South West
5846,84335,1991-09-01,East Midlands
6457,84335,1991-09-01,North
5816,87414,1991-10-01,East Anglia
2046,87414,1991-10-01,Northern Ireland
6598,87414,1991-10-01,North
8267,87414,1991-10-01,London
8714,87414,1991-10-01,West Midlands
8581,87414,1991-10-01,Scotland
6050,87414,1991-10-01,East Midlands
6076,87414,1991-10-01,Wales
11445,87414,1991-10-01,North West
10079,87414,1991-10-01,South East
6351,87414,1991-10-01,Yorkshire & Humber
6798,87414,1991-10-01,South West
10815,92291,1991-11-01,South East
11838,92291,1991-11-01,North West
8902,92291,1991-11-01,London
7182,92291,1991-11-01,South West
9195,92291,1991-11-01,West Midlands
7125,92291,1991-11-01,North
6385,92291,1991-11-01,Yorkshire & Humber
5943,92291,1991-11-01,East Anglia
6265,92291,1991-11-01,Wales
6288,92291,1991-11-01,East Midlands
2957,92291,1991-11-01,Northern Ireland
8738,92291,1991-11-01,Scotland
6637,94958,1991-12-01,North
2980,94958,1991-12-01,Northern Ireland
6424,94958,1991-12-01,East Midlands
9867,94958,1991-12-01,London
12469,94958,1991-12-01,North West
6131,94958,1991-12-01,East Anglia
7386,94958,1991-12-01,South West
6596,94958,1991-12-01,Yorkshire & Humber
8846,94958,1991-12-01,Scotland
11440,94958,1991-12-01,South East
6391,94958,1991-12-01,Wales
9161,94958,1991-12-01,West Midlands
8543,90912,1992-01-01,Scotland
9057,90912,1992-01-01,London
8676,90912,1992-01-01,West Midlands
6203,90912,1992-01-01,Yorkshire & Humber
11021,90912,1992-01-01,South East
5888,90912,1992-01-01,East Anglia
2807,90912,1992-01-01,Northern Ireland
5909,90912,1992-01-01,East Midlands
12073,90912,1992-01-01,North West
7134,90912,1992-01-01,South West
6165,90912,1992-01-01,Wales
6976,90912,1992-01-01,North
8586,90929,1992-02-01,London
6431,90929,1992-02-01,Yorkshire & Humber
7259,90929,1992-02-01,North
11169,90929,1992-02-01,North West
6056,90929,1992-02-01,East Midlands
9306,90929,1992-02-01,West Midlands
2692,90929,1992-02-01,Northern Ireland
7810,90929,1992-02-01,South West
5674,90929,1992-02-01,Wales
8363,90929,1992-02-01,Scotland
10568,90929,1992-02-01,South East
5813,90929,1992-02-01,East Anglia
7780,90207,1992-03-01,South West
8217,90207,1992-03-01,Scotland
5842,90207,1992-03-01,East Anglia
8482,90207,1992-03-01,London
6110,90207,1992-03-01,East Midlands
7157,90207,1992-03-01,North
6403,90207,1992-03-01,Yorkshire & Humber
5589,90207,1992-03-01,Wales
9118,90207,1992-03-01,West Midlands
10622,90207,1992-03-01,South East
10851,90207,1992-03-01,North West
2609,90207,1992-03-01,Northern Ireland
11483,94520,1992-04-01,South East
7501,94520,1992-04-01,North
6668,94520,1992-04-01,Yorkshire & Humber
5821,94520,1992-04-01,Wales
5974,94520,1992-04-01,East Anglia
6268,94520,1992-04-01,East Midlands
8763,94520,1992-04-01,London
8423,94520,1992-04-01,South West
9517,94520,1992-04-01,West Midlands
2670,94520,1992-04-01,Northern Ireland
8764,94520,1992-04-01,Scotland
11258,94520,1992-04-01,North West
11846,96568,1992-05-01,South East
11473,96568,1992-05-01,North West
8745,96568,1992-05-01,South West
9748,96568,1992-05-01,West Midlands
5884,96568,1992-05-01,East Anglia
8937,96568,1992-05-01,Scotland
6711,96568,1992-05-01,Yorkshire & Humber
5867,96568,1992-05-01,Wales
2774,96568,1992-05-01,Northern Ireland
7654,96568,1992-05-01,North
9114,96568,1992-05-01,London
6292,96568,1992-05-01,East Midlands
2844,98437,1992-06-01,Northern Ireland
5973,98437,1992-06-01,East Anglia
8900,98437,1992-06-01,London
6350,98437,1992-06-01,Wales
11813,98437,1992-06-01,South East
9293,98437,1992-06-01,South West
11676,98437,1992-06-01,North West
6459,98437,1992-06-01,East Midlands
7819,98437,1992-06-01,North
9042,98437,1992-06-01,Scotland
6793,98437,1992-06-01,Yorkshire & Humber
9912,98437,1992-06-01,West Midlands
6322,98202,1992-07-01,Wales
2846,98202,1992-07-01,Northern Ireland
5396,98202,1992-07-01,East Anglia
11537,98202,1992-07-01,North West
9563,98202,1992-07-01,Scotland
11711,98202,1992-07-01,South East
7737,98202,1992-07-01,North
6325,98202,1992-07-01,East Midlands
9738,98202,1992-07-01,West Midlands
9187,98202,1992-07-01,London
7217,98202,1992-07-01,Yorkshire & Humber
9234,98202,1992-07-01,South West
8861,98595,1992-08-01,South West
5505,98595,1992-08-01,East Anglia
9217,98595,1992-08-01,London
6738,98595,1992-08-01,Yorkshire & Humber
7942,98595,1992-08-01,North
2875,98595,1992-08-01,Northern Ireland
6392,98595,1992-08-01,East Midlands
6389,98595,1992-08-01,Wales
9861,98595,1992-08-01,West Midlands
11766,98595,1992-08-01,North West
11996,98595,1992-08-01,South East
9660,98595,1992-08-01,Scotland
6045,100395,1992-09-01,Wales
9444,100395,1992-09-01,London
9527,100395,1992-09-01,South West
7202,100395,1992-09-01,Yorkshire & Humber
8053,100395,1992-09-01,North
5577,100395,1992-09-01,East Anglia
6428,100395,1992-09-01,East Midlands
11840,100395,1992-09-01,North West
9744,100395,1992-09-01,Scotland
10081,100395,1992-09-01,West Midlands
2894,100395,1992-09-01,Northern Ireland
12207,100395,1992-09-01,South East
7209,100846,1992-10-01,Yorkshire & Humber
8024,100846,1992-10-01,North
9515,100846,1992-10-01,South West
5565,100846,1992-10-01,East Anglia
2918,100846,1992-10-01,Northern Ireland
12270,100846,1992-10-01,South East
9440,100846,1992-10-01,London
10012,100846,1992-10-01,West Midlands
11824,100846,1992-10-01,North West
6445,100846,1992-10-01,East Midlands
6428,100846,1992-10-01,Wales
9702,100846,1992-10-01,Scotland
8085,101767,1992-11-01,North
5608,101767,1992-11-01,East Anglia
10115,101767,1992-11-01,West Midlands
12263,101767,1992-11-01,South East
9564,101767,1992-11-01,London
9802,101767,1992-11-01,Scotland
11920,101767,1992-11-01,North West
6506,101767,1992-11-01,Wales
2922,101767,1992-11-01,Northern Ireland
9873,101767,1992-11-01,South West
7166,101767,1992-11-01,Yorkshire & Humber
6440,101767,1992-11-01,East Midlands
2378,101025,1992-12-01,Northern Ireland
6123,101025,1992-12-01,East Midlands
10003,101025,1992-12-01,London
10110,101025,1992-12-01,South West
5680,101025,1992-12-01,East Anglia
6692,101025,1992-12-01,Yorkshire & Humber
6510,101025,1992-12-01,Wales
8170,101025,1992-12-01,North
12099,101025,1992-12-01,North West
10204,101025,1992-12-01,West Midlands
12472,101025,1992-12-01,South East
9781,101025,1992-12-01,Scotland
8898,101122,1993-01-01,North
9319,101122,1993-01-01,Scotland
5863,101122,1993-01-01,East Anglia
9643,101122,1993-01-01,London
6825,101122,1993-01-01,Yorkshire & Humber
6758,101122,1993-01-01,Wales
9467,101122,1993-01-01,South West
2717,101122,1993-01-01,Northern Ireland
10353,101122,1993-01-01,West Midlands
11693,101122,1993-01-01,South East
12037,101122,1993-01-01,North West
6289,101122,1993-01-01,East Midlands
9905,105604,1993-02-01,South West
10455,105604,1993-02-01,London
6142,105604,1993-02-01,East Anglia
9584,105604,1993-02-01,Scotland
12555,105604,1993-02-01,South East
3015,105604,1993-02-01,Northern Ireland
7149,105604,1993-02-01,Yorkshire & Humber
10695,105604,1993-02-01,West Midlands
7103,105604,1993-02-01,Wales
5977,105604,1993-02-01,East Midlands
12517,105604,1993-02-01,North West
9329,105604,1993-02-01,North
10061,107092,1993-03-01,South West
10630,107092,1993-03-01,London
12524,107092,1993-03-01,North West
9704,107092,1993-03-01,Scotland
12725,107092,1993-03-01,South East
2941,107092,1993-03-01,Northern Ireland
10890,107092,1993-03-01,West Midlands
7147,107092,1993-03-01,Wales
6129,107092,1993-03-01,East Anglia
9456,107092,1993-03-01,North
7187,107092,1993-03-01,Yorkshire & Humber
6500,107092,1993-03-01,East Midlands
7352,108050,1993-04-01,Wales
12603,108050,1993-04-01,North West
9603,108050,1993-04-01,North
9989,108050,1993-04-01,London
10978,108050,1993-04-01,West Midlands
9914,108050,1993-04-01,Scotland
6314,108050,1993-04-01,East Anglia
6624,108050,1993-04-01,East Midlands
3131,108050,1993-04-01,Northern Ireland
12969,108050,1993-04-01,South East
7181,108050,1993-04-01,Yorkshire & Humber
10212,108050,1993-04-01,South West
11082,111087,1993-05-01,West Midlands
10005,111087,1993-05-01,Scotland
12789,111087,1993-05-01,North West
6621,111087,1993-05-01,East Midlands
10913,111087,1993-05-01,London
14322,111087,1993-05-01,South East
6291,111087,1993-05-01,East Anglia
7452,111087,1993-05-01,Wales
3184,111087,1993-05-01,Northern Ireland
10224,111087,1993-05-01,South West
9597,111087,1993-05-01,North
7427,111087,1993-05-01,Yorkshire & Humber
6281,111072,1993-06-01,East Anglia
9991,111072,1993-06-01,Scotland
14319,111072,1993-06-01,South East
7454,111072,1993-06-01,Wales
11026,111072,1993-06-01,London
11046,111072,1993-06-01,West Midlands
3109,111072,1993-06-01,Northern Ireland
10293,111072,1993-06-01,South West
9658,111072,1993-06-01,North
6610,111072,1993-06-01,East Midlands
7302,111072,1993-06-01,Yorkshire & Humber
12818,111072,1993-06-01,North West
12917,111736,1993-07-01,North West
11061,111736,1993-07-01,London
6671,111736,1993-07-01,East Midlands
10356,111736,1993-07-01,South West
6327,111736,1993-07-01,East Anglia
3104,111736,1993-07-01,Northern Ireland
11169,111736,1993-07-01,West Midlands
14402,111736,1993-07-01,South East
7311,111736,1993-07-01,Wales
7420,111736,1993-07-01,Yorkshire & Humber
9927,111736,1993-07-01,Scotland
9749,111736,1993-07-01,North
9969,111577,1993-08-01,Scotland
12676,111577,1993-08-01,North West
6650,111577,1993-08-01,East Midlands
3150,111577,1993-08-01,Northern Ireland
6784,111577,1993-08-01,East Anglia
11164,111577,1993-08-01,London
9785,111577,1993-08-01,North
7470,111577,1993-08-01,Yorkshire & Humber
10388,111577,1993-08-01,South West
11241,111577,1993-08-01,West Midlands
6669,111577,1993-08-01,Wales
14349,111577,1993-08-01,South East
